cell_som_cluster,pixel_meta_cluster_rename_CD14,pixel_meta_cluster_rename_CD163,pixel_meta_cluster_rename_CD20,pixel_meta_cluster_rename_CD3,pixel_meta_cluster_rename_CD31,pixel_meta_cluster_rename_CD3_CD4_CD45,pixel_meta_cluster_rename_CD3_CD8_CD45,pixel_meta_cluster_rename_CD68,pixel_meta_cluster_rename_CK17,pixel_meta_cluster_rename_ECAD,pixel_meta_cluster_rename_HLADR,pixel_meta_cluster_rename_SMA,pixel_meta_cluster_rename_VIM,pixel_meta_cluster_rename_noise,pixel_meta_cluster_rename_stroma,count,cell_meta_cluster,cell_meta_cluster_rename
86,0.2792408340571983,0.009048170364855,0.0058576966317148,0.0046891681607048,0.0044364632983179,0.0443481380407443,0.0126206691625236,0.0450351726411077,0.0076909377076871,0.0205430152327558,0.0444583789867198,0.1932540521487684,0.0882416348981821,0.2420494590403692,0.0552218396285522,24,26,CD14_monocyte
87,0.2102411821199641,0.0091682683658308,0.0096372689856791,0.0071798469324425,0.0046806898667915,0.1095726187646595,0.0154483998677267,0.0221034864955572,0.0115877224467926,0.3451202257094021,0.003250076544816,0.0791338846767744,0.024733561109983,0.0930067844157325,0.0472430806938874,22,31,other
88,0.0215282709910776,0.0007863931671249,6.616914686675255e-05,0.0010663002206405,0.0002793571281145,0.0129286129924521,0.002670013583399,0.0019384128652542,0.0048802346118018,0.75063626923144,0.0027326376932092,0.0020871629485655,0.0017733282889628,0.2581005759109229,0.0018909906205579,119,27,tumor_ecad
89,0.0122593765769594,0.000634805985467,6.22991958491314e-05,0.0004057623011257,4.65454062157098e-05,0.0063223454720847,0.0014646180010536,0.0013840241605709,0.0243884388928497,0.8943961279214607,0.0004631369028206,0.0029074637203477,0.0129602773971432,0.0304265918250222,0.0164660747675514,265,27,tumor_ecad
90,0.0026911848636667,0.0002238241559239,2.752546105147261e-05,8.864722451674124e-05,0.0,0.0019442384398777,0.0002607093046423,0.0002922536479649,0.0100579055414025,0.9544677632530802,0.0,0.0026381535771261,0.0197312513075033,0.0009830800735082,0.0067503872485183,210,27,tumor_ecad
91,0.0010587370033628,0.0003762887430292,0.984259464764172,0.000479598877908,0.0001328665975129,0.0084580485928589,0.0009808861549211,0.0005961958894494,0.0002311912463255,6.241288201884869e-05,0.0017131624551872,9.686177337087534e-05,0.0002931402554262,0.0002163773620808,0.0004229867061504,677,22,Bcell
92,0.0078776657833691,0.0044737492973033,0.8922559488614407,0.0027749571592326,0.0030635223785916,0.0278091418265007,0.0102675892253092,0.0051088840079738,0.0010647811745503,0.0002898255758849,0.0199442649538658,0.0026729955726004,0.0065848061923066,0.0035013208632261,0.0028027914722788,246,22,Bcell
93,0.0266168834927116,0.0203915775209782,0.7650367616268771,0.0037428093148248,0.0062087401676315,0.0304273872656035,0.0126453388581282,0.0325695354820941,0.0036176181437219,0.0001205906486488,0.0262635711118709,0.0042018415214841,0.03171545772027,0.0121741083201959,0.0154205482306403,131,22,Bcell
94,0.2912190732635492,0.035081655842488,0.4556325115561246,0.0035082181258254,0.0018529689215108,0.0783786493076215,0.0232748933711533,0.0138942213113401,0.0042015720190569,0.0104236815498504,0.0157876887635928,0.0075144774013163,0.0123678857917931,0.02440649423009,0.0321852869923695,54,26,CD14_monocyte
95,0.6457932995130984,0.0378855721129304,0.0172404373179199,0.0047390392389028,0.0046136512208904,0.0721128529532603,0.0139790527787584,0.0649809217279472,0.0011837593325869,0.0129243008937797,0.0137056532432754,0.0226486225748671,0.0139216044219088,0.0636424598276717,0.0342157724515571,303,26,CD14_monocyte
96,0.0255350341139166,0.0058379912743795,0.0089088777814079,0.0078625141774043,0.0158295213795203,0.0393760447809547,0.0087669258546479,0.0061880825792713,0.0073200440559622,0.0201949292178855,0.0066318802376458,0.6855257075676698,0.0758693193688694,0.0171871741238253,0.0732736513638285,306,28,Myofibroblast
97,0.2126964530235993,0.0030070326800519,0.0044627719107722,0.0004911468251125,0.0027039699586088,0.040927612749162,0.0190210259232619,0.0232034984170271,0.0116743460724517,0.3345439584413507,0.0,0.2196301837481989,0.0477767946568807,0.0087753152428827,0.071351475081263,31,27,tumor_ecad
98,0.0612975330962559,0.0049428035576506,0.000424337044275,7.328151138936119e-05,0.0026069496696345,0.0110035723934472,0.0036382478837806,0.0043483602726149,0.0056591845169434,0.8028497393357065,0.0002091138209391,0.0217213688576414,0.0062328431914178,0.0212669018978866,0.0457716195541905,139,27,tumor_ecad
99,0.0098178655348813,9.957975489585078e-05,0.0,7.879021951323107e-05,0.0003900606021901,0.0032892899056286,0.0008834894003155,0.0020566938799185,0.0023606707701463,0.9462123907467838,3.9322087216389446e-05,0.0042327235675499,0.0010529972520539,0.0307558370889355,0.0051363940752871,147,27,tumor_ecad
100,0.0002759499909774,9.305661552856615e-06,7.462825798988787e-06,2.155889595215551e-06,1.7574809128936664e-05,0.0001549228641078,1.5977210519636957e-05,1.4018240383070154e-06,0.0003147756744187,0.9975290974301392,0.0,8.69547810342779e-05,0.0003789159418107,0.0011631447896419,0.0003422443528286,1330,27,tumor_ecad
