cell_som_cluster,CD3,CD4,CD8,CD14,CD20,CD31,CD45,CD68,CD163_nuc_exclude,CK17,Collagen1,Fibronectin,ECAD_smoothed,HLADR,SMA,Vim,cell_meta_cluster,cell_meta_cluster_rename
82,0.1584096258912204,0.1638410605962894,0.04316517015075,0.0697461601933205,0.4572396968121323,0.026471238825308,0.4729744724549481,0.0537115404962074,0.0406348708415632,0.0391972596956017,0.0505676092153084,0.0344571614335363,0.0519384843063153,0.1810464833393913,0.0237393129484818,0.0996914699353931,22,Bcell
83,0.1559242257170514,0.1592043338419405,0.0787758094578626,0.0755325746580086,0.3976449584380091,0.0286335602973488,0.4389755655627744,0.0546786367339649,0.0518926285762584,0.0368721904497832,0.0618820686016284,0.0431714240660952,0.0562512094929473,0.1889548793150125,0.0239068481674887,0.1062406497847255,22,Bcell
84,0.1274737305920218,0.151766818159592,0.0549397133652413,0.0980987975390008,0.302664901196042,0.0294057991345258,0.3473862275494204,0.0920881938579671,0.0850626276908629,0.0356363701282118,0.0830377969667512,0.060999918131998,0.0737601043921353,0.1627192364929358,0.0373940022274302,0.1316113872906913,22,Bcell
85,0.0926379096954578,0.1290957735073014,0.0507375714187838,0.1871357820369513,0.0631501257201137,0.0182505743197288,0.1621581415710364,0.0809146084245682,0.0910815593803097,0.0249100375417119,0.1679711357718911,0.1167047585055972,0.0888709073652363,0.0840705338671482,0.1245163576283831,0.1134774808920792,26,CD14_monocyte
86,0.0784173171051448,0.1329543923142958,0.043196961682763,0.2225763921447368,0.0368466982038112,0.0224512898455222,0.1452957929540106,0.0789097890110803,0.0878007017192994,0.0310993236817668,0.1762008031263665,0.1232002480838082,0.1475713465194931,0.1281994026339446,0.1217050817014855,0.1470789268536152,26,CD14_monocyte
87,0.0953122719592723,0.1306215892708386,0.0425749029587252,0.1729269264212443,0.0393563397560851,0.0193928859924066,0.1370705500292158,0.0559275189256775,0.0705608601997843,0.0396997290803673,0.1284200744146587,0.090508163977999,0.3710705309175244,0.0729737494588059,0.0597721500261263,0.0951349273650684,31,other
88,0.0492100970141751,0.0664259270324416,0.0319180844479872,0.0845861058174354,0.0254924136396307,0.0138615327634419,0.0572693573531806,0.0353133726684962,0.0527370577314131,0.0455502454810995,0.0777921314235667,0.0632391617681515,0.7127595050346713,0.0754302308478048,0.0154704858427437,0.0799745528486508,27,tumor_ecad
89,0.0440042144562323,0.0506181231071433,0.0298363251406386,0.0641809355452086,0.0231333652464106,0.0126464615300049,0.0378049751007104,0.0266076003904764,0.0421230128737797,0.0588777312265876,0.0735545201374347,0.0645090586236195,0.8015394204255185,0.0385400899020591,0.013401237142107,0.071404555455182,27,tumor_ecad
90,0.0413935308678561,0.0458387567856228,0.0288483397954767,0.0576298532913278,0.0225221887922871,0.0125091856164882,0.0314920646851031,0.0243545391300974,0.0400160528328609,0.0523153658249214,0.0662550164584373,0.0615063910280853,0.8420937880922403,0.0328982094540903,0.0123013860312646,0.0715071106673735,27,tumor_ecad
91,0.1270321380705781,0.1320667116011802,0.0406593801112156,0.067415502757636,0.5344445661771203,0.0274321853980552,0.5046046175959322,0.0528122362662217,0.0375514732843391,0.0385348888889379,0.0456552039946292,0.0298208738843365,0.0478991703085468,0.187940586039758,0.0220693773140285,0.099236551415439,22,Bcell
92,0.1320120233466175,0.1401129786939087,0.0458652808356023,0.0714318434412472,0.4891070677990579,0.0283682860444079,0.4792235807655098,0.0548783738632828,0.0413174231409224,0.0377676307634525,0.0499409860790331,0.0335571599668955,0.0507134310441247,0.1891248653978225,0.0234537506480984,0.1012828862441375,22,Bcell
93,0.1263640181191803,0.1414140294432898,0.0467273877323806,0.0856585975098117,0.4251508900253966,0.0292320877960117,0.4312646222531977,0.0708863443853413,0.0560348482625683,0.0374963790821011,0.0635597968109227,0.0438304034066476,0.0584870467567952,0.1800986636253425,0.0259239155509357,0.1117445654756656,22,Bcell
94,0.1266545462408262,0.1698148754004478,0.0533571400897547,0.2186387353373585,0.271478342213212,0.0238492078719707,0.352712848482521,0.0685309712544703,0.0905609620276394,0.0337842175810386,0.107205686715061,0.0647717965444164,0.0802272184468678,0.1483410315346818,0.0311857455202273,0.0961315946097121,26,CD14_monocyte
95,0.0947637238800522,0.1801685194291571,0.0472421810815406,0.4012625466417567,0.0498125580810581,0.021434850205286,0.2049634943479547,0.1060957349452901,0.1368824434987604,0.0250361802035181,0.1583301336549113,0.0914152758865158,0.1064700361818101,0.1146768799937002,0.0441234816614054,0.0907735903752763,26,CD14_monocyte
96,0.0664250486373714,0.0817253640689132,0.0357533576862297,0.0844187564247534,0.0298875073357451,0.0315488303704655,0.089943728127295,0.0354258695602902,0.0459648143176476,0.0304587869742631,0.2344117768347207,0.191854433027821,0.1191842750102486,0.0449688312030678,0.3438728056058173,0.1729375503593684,28,Myofibroblast
97,0.068604442076388,0.0981006720559459,0.0434654734639585,0.1705056112808406,0.0313613839984324,0.0189433253958041,0.106256135322885,0.0524883533701076,0.0651921143916039,0.0392210359195735,0.166593984844742,0.122477371310109,0.3600975997823077,0.0543225401898939,0.126348643189032,0.1127969996290659,27,tumor_ecad
98,0.0474195322122254,0.0599381682706517,0.0314547889315254,0.089481625059377,0.0242450848177141,0.0144615345937191,0.0506643037323872,0.0312325167536777,0.049297449008475,0.0456843078076816,0.0963434468140472,0.075920899823969,0.7210871557045305,0.0410853018352912,0.0240945536491759,0.0694080110662815,27,tumor_ecad
99,0.0422575595622671,0.0487220461769158,0.0293344966062514,0.0637017041546671,0.0228745282670298,0.0125869244556658,0.0350473180183458,0.0266334718557988,0.0422340087328921,0.0475760526422063,0.0662869185014605,0.0600083366075758,0.8350649507751494,0.0381110260919079,0.0124693930954341,0.0646799304530954,27,tumor_ecad
100,0.0402713312926884,0.0443566635982259,0.0285124792083107,0.0567797255209812,0.0222681271428876,0.0120632603751721,0.0293324562250857,0.0237897129337472,0.0399283761004548,0.0475167750825324,0.0603054290419143,0.0571397393079982,0.8709540955304496,0.032669196009611,0.0094403743277511,0.0615887996301445,27,tumor_ecad
