pixel_som_cluster,CD3,CD4,CD8a,CD11b,CD14,CD16,CD20,CD44,CD45,CD45RO,CD68,CD107a,CD163,CD366,Pan-keratin,FOXP3,E-Cadherin,HLA-DR-DQ-DP,Beta-Catenin,B7-H4,Granzyme-B,Alpha-SMA,Vimentin,CD31,count,pixel_meta_cluster,pixel_meta_cluster_rename
102,0.3313005722827881,0.7200494620403585,0.2424378825877926,0.3366052565598381,0.2830874688768671,0.1794999706205478,0.202521745639045,0.2183171256069517,0.2465895857261851,0.1698693313652308,0.2143981491815748,0.2157055881521581,0.2233894322032311,0.6447384480180247,0.128095702455025,0.3199800146970206,0.1385372358865574,0.0764023926289186,0.2795624160824543,0.2883095237374141,0.2032100604029479,0.106739716524828,0.1612427737625069,0.1837155699544696,98849,31,CD4 + CD366
103,0.2427213206520478,0.367847457754517,0.2081886201276168,0.4413169438347484,0.3942282640155538,0.2055337491468375,0.1957715977790512,0.166944237711413,0.3539514870479694,0.1921934086799275,0.1812566669497279,0.1459638174516588,0.1816368876116919,0.4826959724474279,0.1389800508308553,0.5376358730547035,0.1194477900963342,0.1513774920262197,0.271653495321023,0.3651845434657757,0.1919619339728693,0.1056203526442352,0.1549350665492549,0.2570047443670598,130746,14,FoxP3
104,0.5022367666475555,0.5664833942749882,0.4267661944168751,0.7895144007636666,0.2667725328094807,0.3404049973355941,0.1796968321815819,0.1138601788219526,0.2152640835246374,0.1294311624318157,0.1650724385846162,0.0967107295525333,0.1956979965283672,0.5967864896106864,0.0812950291155125,0.2405303273703929,0.0903270577323047,0.050870851916218,0.3068574064620512,0.3191619263604257,0.2450903205499699,0.0345692919699073,0.0702870517847344,0.1893021198130493,242387,31,CD4 + CD366
105,0.908441481824314,0.3188464135526183,0.2681419892161705,0.2913966101060531,0.2894414931982229,0.1725478745376732,0.2901459887133891,0.242477167760387,0.2846666098096541,0.1932258606803133,0.1940779322423034,0.1727634714060613,0.217006607147176,0.3794806190229932,0.1549071739275223,0.2434192419911693,0.1024409446603541,0.0665670071019308,0.2548386650428291,0.2117976985478455,0.20826016664322,0.1515824158730451,0.1660874217736808,0.207496911846919,107628,23,CD3
106,0.3759741612484052,0.2990844272637523,0.2807193395855726,0.3045643043786014,0.3459192756438966,0.1996906202511258,0.2847150322727751,0.2502905457688332,0.2685458452714516,0.1639816086841522,0.1782197459084596,0.1721852211731416,0.640111442286984,0.4145239785145576,0.184090627405801,0.2086386047917001,0.1297179982859005,0.0762782073689963,0.3367514669220202,0.2333144231313751,0.1903008127790232,0.1678013538806198,0.130429155570061,0.2005856207109924,149521,12,CD163
107,0.3657816699863149,0.2077384535911196,0.5458571848468604,0.2677930100180117,0.1849207561407593,0.1235473338569193,0.163383434955953,0.2574000765966868,0.4266790448095928,0.2667486424704318,0.166227039001658,0.2159070351716768,0.1070417082774388,0.3256756569462979,0.0967331631706888,0.1858162338989447,0.0912930618265533,0.111346619388106,0.2601399708883688,0.2323781968323268,0.3724523912320226,0.4904391950817478,0.3354129693910442,0.2754283627537199,125950,25,CD8a
108,0.3562535616020674,0.3133911690788938,0.4666702470574678,0.3399673537353066,0.3524398266367539,0.3069056173827665,0.1446830673519643,0.3992771024849605,0.4580838835794072,0.2126005730862965,0.251766937972439,0.210011109853569,0.2286104376913276,0.3525936235755676,0.1054764471075548,0.1761973140454655,0.0829493311405132,0.1395204830519875,0.2024912040904607,0.2486673313006667,0.2797742052273417,0.0825383097832304,0.2377326636752041,0.2054470210304524,164807,25,CD8a
109,0.4651051857637043,0.2911045052048742,0.5510632790964646,0.3154421889720842,0.227050369067379,0.1485666889509019,0.1546705339379202,0.2738461246609613,0.5058790472499747,0.4072058335330389,0.1749715438750519,0.1818873915227803,0.1154768394734271,0.3763897915399653,0.0975404119910026,0.2040726554624561,0.1036496686938494,0.144186495964637,0.2333522542371249,0.2741525124276691,0.3008853250422132,0.0996524574898884,0.2652206057340067,0.2374386623284902,333975,25,CD8a
110,0.2408612154811597,0.3069578407820935,0.2717026684108843,0.5816387094786919,0.2647121568296866,0.2266034042190067,0.1320821973285734,0.1829576686456652,0.4443460337113354,0.4088959317409447,0.367126559693546,0.1691945221917828,0.1654119840555315,0.242266164969754,0.1276972763517956,0.1827644496781288,0.1337674306161438,0.1923235124392845,0.2027953756744782,0.270724144265009,0.5298975642676842,0.1050485683718717,0.2323075113550845,0.2670153172377461,135959,24,CD68 + CD11b + CD45 + CD45RO + GzmB
111,0.3093193417184924,0.4327865363245057,0.3522894164545638,0.4243430997833242,0.2678854020445089,0.181662891468781,0.1974323690277698,0.1753682281450763,0.3829060121629665,0.2590067852108613,0.6561762820526174,0.2241425483076495,0.1821659866723349,0.2662434681490443,0.0754584847835204,0.2453490377022162,0.0910238989628286,0.1458784008326942,0.1912721056589733,0.2661865524954384,0.455760515785051,0.0538707437734986,0.2110885800980557,0.2083545317253935,68012,24,CD68 + CD11b + CD45 + CD45RO + GzmB
112,0.1136350459532521,0.1839745132626787,0.1875948504906507,0.2460321212065289,0.2800002329150015,0.2551907903290141,0.1873120173999027,0.2198357862574908,0.2380210084977781,0.1178740243335187,1.2762248586510658,0.271683358016217,0.2823563693609162,0.3021976926547245,0.145889183852179,0.1069163751235472,0.0678792297035291,0.1387679021569562,0.1384358448273721,0.1834237708789199,0.2794937708128235,0.0726204079486199,0.8316495324268565,0.1574087399471803,4445,7,CD68
113,0.217761931698393,0.4442196389330397,0.1888930332121965,0.4317207161910765,0.6378292202097642,0.2471456195854658,0.1271092352314505,0.2089469921756555,0.4177795985022662,0.2172009064372007,0.4660846593489157,0.2770020612984121,0.2873112214886065,0.3491882734767731,0.1113717145369486,0.1777640654009523,0.0740415018567657,0.1302999792058721,0.2143342270914333,0.2481900022907599,0.2882890449983029,0.0830805223253453,0.1955882107222342,0.1832727367849441,91087,21,CD16
114,0.1771704233471671,0.3385379313365156,0.1433334537203598,0.444233102443442,0.4102004337924864,0.3201591105556104,0.058654023062235,0.163552564302526,0.2096626707472124,0.1237814308591569,0.3473980678811598,0.2425531174815639,0.4687062305813194,0.3678307656851381,0.1750716933985318,0.2421120183233528,0.108520293049124,0.1858374384795071,0.2871724450226482,0.4387596332277855,0.3482694413815462,0.0820333721408765,0.3226688142297381,0.235610410849153,207320,21,CD16
115,0.1767442506566578,0.3132658357532303,0.1674988655821325,0.3179316226039856,0.5033227088139738,0.3814711593845836,0.142668344082367,0.255006650462014,0.4328898176043811,0.2071060299663031,0.2666622350967906,0.2233640524116757,0.3976825374536732,0.3516301526402161,0.0947218220778048,0.1306664417104413,0.0637509687122755,0.1733543302588933,0.1735423227533838,0.1892031779248015,0.493661638907764,0.1124700609227485,0.3979865737026062,0.1994252576068036,127550,1,Vim + GzmB
116,0.2052937176735341,0.4192900835024865,0.1721027294136782,0.4147969074268107,0.3805078139020727,0.3396461054173649,0.1115732830395538,0.2578197800503485,0.39523428235573,0.2772916472487237,0.3046864184809397,0.1999648418772866,0.203304715110649,0.3540278262444064,0.1158228213836796,0.2464994737498885,0.1237687797402065,0.3555610852930488,0.228592910569085,0.3301729600015928,0.2558902318917354,0.0720855065796346,0.1972023817412898,0.2637712830310745,427456,3,HLA + CD4
117,0.1794099186021924,0.3050030796917168,0.173773048496137,0.2951602030545403,0.4917468862222396,0.4332027383547112,0.1513747662084844,0.2306992046998151,0.3683573781916792,0.2297927718364354,0.1923746852219982,0.2546610690565615,0.2464044344619029,0.3452588949804465,0.1151073226774096,0.17720485331456,0.0818898050061362,0.184565988747972,0.2340863743916308,0.194433777332641,0.204183432644861,0.4523127286327217,0.2142951460735575,0.2982510862600719,195764,29,aSMA + Vim
118,0.171043637673961,0.3556156363706276,0.1302840720199621,0.4428418743583686,0.5614625718860332,0.5225449560848697,0.0656582592144712,0.2134422241675989,0.2531815476853349,0.1428843301584551,0.2425040315771205,0.2210126502431836,0.2792665737423195,0.4420256619574275,0.1246568504800473,0.24355540111599,0.1146128976269849,0.2198670970353804,0.342726420507184,0.3928546979138168,0.2222744775615985,0.0930264040603562,0.1823357019303897,0.2237322829875053,202746,21,CD16
119,0.2028998342970765,0.2651702387284318,0.1813545612011916,0.8801531334981191,0.5817105924542695,0.343546283545507,0.121740829520674,0.1608367256094159,0.2928706462095919,0.1140896820803358,0.2108877655407418,0.1637840294440917,0.2133009221095596,0.3267449328585211,0.2739992836570641,0.2514154009290149,0.1704194902901332,0.0966271644578143,0.3771388780671053,0.4478618974242379,0.2215507533734937,0.0542768352353243,0.1033586372724572,0.1538786020543659,96076,36,CD11b
120,0.1846560722176249,0.2152678785403278,0.1875882135168743,0.3479035452722841,1.2289661108770944,0.3870472552743013,0.293486875327652,0.1826461111809089,0.3547717999306372,0.1342661381112483,0.2120819132664188,0.1667273806848667,0.3808520502712101,0.3326331707684824,0.1813213338269558,0.1576965061710622,0.0556026818177923,0.0794033014389573,0.3026801513148779,0.2016753002878934,0.17462397005471,0.0502967263636589,0.0994669731154088,0.1173239240283503,140107,11,CD14 + CD16 + CD163
121,0.3657699266079346,0.3427216285018458,0.2295004432165326,0.3029340360076664,0.3038741335421188,0.3037072607334543,0.2276013103152979,0.1855677245983562,0.2368090532662188,0.1440708882919587,0.2285054648463231,0.1469070005951911,0.7053449629786553,0.2313683993357028,0.2056733147032785,0.6233017993974515,0.1187089053651342,0.0809631417815862,0.2262610251046504,0.2204724846568131,0.1886831825722467,0.0848973706800517,0.0997458523055759,0.2030875983507903,167403,12,CD163
122,0.3615540480747974,0.4607088985941677,0.3004222857378961,0.697590539573091,0.2849779133313441,0.2069077439235521,0.2237830856546985,0.1355547557058085,0.2658709145997718,0.1802581567124106,0.2006799737086256,0.1318423598985187,0.1797365710169965,0.2856372155655318,0.1330595162346333,0.6314332415399794,0.1350009482396195,0.1177532450851887,0.2514354560865864,0.2880107687072852,0.175952778944107,0.0887233199581314,0.1131351141740977,0.210458352746961,182470,14,FoxP3
123,0.291455116796821,0.4097495100698432,0.2230011138992058,0.741433056501835,0.3795314548496111,0.2643019160920812,0.2602063974904625,0.2019914576191752,0.3374178305320772,0.1848187002632534,0.2664309250045918,0.16443405464934,0.4476580872787959,0.2658098304059634,0.1575815320389486,0.2251434242719052,0.1168283584858746,0.1080719534778305,0.2494585671812068,0.2647704875002379,0.182842528309629,0.0873389078148279,0.1084265375579976,0.192141241285224,141556,36,CD11b
124,0.6334315859927473,0.3254735546011995,0.2728485994371579,0.334888251554798,0.4078843906559283,0.5313475364244237,0.2502123473237186,0.136430868110742,0.2787595846626441,0.1835411994507986,0.2511471026192207,0.1355913441188667,0.4297736378831729,0.2198585762265508,0.1709213621815364,0.2910248150103239,0.0875474924838199,0.0792997406706365,0.2372155696632587,0.2769490999502993,0.2070929405441715,0.0683272771262872,0.0755606054052372,0.1865204626656963,213416,23,CD3
125,0.4137888787418464,0.6989748555702969,0.2160196086848568,0.2492321569562867,0.3388473941233063,0.3115304072999742,0.2414420448719122,0.2208118912372673,0.3916198365334115,0.1873226627164841,0.2670581873399712,0.1505574124024456,0.8041280681885922,0.2434898189327984,0.1308577062934636,0.219132464399976,0.0773315572451717,0.1313614087222859,0.1695997730330571,0.1855672984285024,0.1422241558541138,0.0744067560399368,0.1050300565829995,0.1870922844814207,114198,19,CD4 + CD3
126,0.4748059801792341,0.4503665719864604,0.4175069729110771,0.3244175057916614,0.3171731210924755,0.2267669557719266,0.2900537853684815,0.1671384226761696,0.3098337511113838,0.2087890676135639,0.2627657418270216,0.1357668823843675,0.4719177395492889,0.2610592185140749,0.1211704412904464,0.3416371201530697,0.0977572154946239,0.1072580785412373,0.2120440433325744,0.2399354206940338,0.1747500737309444,0.0866498453381607,0.1007378525268196,0.2682736702320956,447828,19,CD4 + CD3
127,0.3325173319689528,0.3093804306629985,0.8807019779341282,0.295621961006221,0.3760902458985177,0.2487525507935236,0.322599542940352,0.1861815737185693,0.3395049069953937,0.1991468293312597,0.2147993056546416,0.1554700496631186,0.3340886121752677,0.2661188505476569,0.1574561915860486,0.1917599705858803,0.1197799705251424,0.1072800288084543,0.2452068656748892,0.2206464650488714,0.1629919255520869,0.10723986236013,0.1159952320597714,0.2037881521954917,84673,25,CD8a
128,0.3983317883033614,0.2968932750586388,0.5728474396527183,0.2388367358988177,0.3011713991621788,0.3738036945619764,0.1418807225452005,0.3028304928129181,0.510346547938402,0.3997472792592804,0.2594304024628853,0.1917657405049072,0.2693966968812363,0.2635140697711173,0.1012416150677537,0.1704746225275952,0.104564535923307,0.330561296325861,0.1542349553356052,0.1858995377945047,0.168140837379791,0.0830991436153784,0.1722719112403367,0.213204727925088,213133,25,CD8a
129,0.3660032332356313,0.3953708030001394,0.3887363453321421,0.314006760941605,0.2882935835180417,0.2509534979862003,0.1540439353199403,0.2446182412331683,0.4318859701811291,0.3480685595962997,0.2719122878690475,0.1908680452358412,0.1909273727199893,0.3500521169715667,0.0783696558599147,0.19203392978843,0.0898273283646101,0.3162787975218972,0.1857436662317882,0.2425581600271288,0.3181756206144426,0.0857837796793465,0.2807555711977169,0.2281731943007129,424337,25,CD8a
130,0.282822904144646,0.3900315596975101,0.3569063252826674,0.334577936775258,0.3540680306705879,0.3160776683887716,0.1358301202779761,0.2396269169126295,0.3723848900560481,0.2442193665780775,0.4619444501884948,0.273212627236355,0.3226560672427731,0.2882548568632061,0.1078016090340799,0.232683857481129,0.1256716622258911,0.3116581372875823,0.2073555050648319,0.2980147309674737,0.1881437788300815,0.0543075389405563,0.147657389285617,0.2012978002394746,404204,3,HLA + CD4
131,0.424007266525774,0.3568438252503162,0.2863912515710234,0.3208217834208541,0.2625204386529135,0.2080143930525664,0.1894441197457748,0.2086551444176473,0.3122343938037777,0.2230107797014636,0.6193822132177421,0.2384798621458868,0.2616516396889692,0.2663027323720686,0.3743151384895394,0.193317115116673,0.2271191660761816,0.102076327532901,0.3109320434540847,0.4413742957263687,0.1481258323442152,0.0688238773855662,0.0614715450360055,0.1252780487095236,123326,7,CD68
132,0.2656423690889331,0.3142772975383063,0.2488217190971338,0.2831797231674961,0.3589309862713418,0.2824513105441234,0.2494801576640409,0.2994524772011758,0.3507051234773328,0.1695018206273626,1.162395736349801,0.2115692430416617,0.3378937496302434,0.2114326619352252,0.2216815461547821,0.1607340328452431,0.1359359351612556,0.1304890542402894,0.1914171878702107,0.2887700671925711,0.1573101390681007,0.0437044114150612,0.0818688825999876,0.1389404450910521,62470,7,CD68
133,0.2041678199223786,0.3867726921824395,0.1802032039973252,0.2517334814830478,0.3572215272781836,0.4199340626109935,0.1254763774546161,0.3534359477576106,0.3598953076171015,0.1889308265729198,0.6042496299385486,0.3404336753864388,0.562687335936027,0.2810465685080923,0.1050723534450273,0.1781000817338413,0.0769069798591819,0.1717941628454746,0.160916547379584,0.1982243228419493,0.2016685589824743,0.072647804008556,0.2241457839105726,0.1961198465293933,141162,7,CD68
134,0.1896466423653589,0.4879165153942561,0.1488968136470679,0.2890830232600399,0.6315951294905241,0.55525860570844,0.1403253987726634,0.1750609955234769,0.3027905422077181,0.1491806613731669,0.5685093177746192,0.2145601354547996,0.7561154957108036,0.2226039847093627,0.1507455668364739,0.1796601113194439,0.0597500217604882,0.1731038399811667,0.1760874857513374,0.2170874431844507,0.142288091426528,0.0333863846029711,0.1140684995063079,0.1769885079997191,112310,11,CD14 + CD16 + CD163
135,0.2191360721229358,0.4176621337484812,0.2546183392486482,0.3384673916513184,0.4828383670067667,0.4243982824739219,0.1928269604539622,0.2190713975269669,0.3351171710211068,0.1668509260267055,0.2429640586453469,0.1856891964880162,0.6254373390858533,0.2912950331922629,0.1241217895629809,0.2607229563864169,0.0957796557863908,0.1724102763540159,0.2117616809142747,0.2638788065655882,0.1745827082016082,0.0813640980492086,0.1286118388806955,0.2274039438062551,237745,11,CD14 + CD16 + CD163
136,0.1587797536478802,0.3904336867666038,0.1539164394776173,0.3904128914306999,0.3757249899825888,0.3750538949600627,0.1046673698409078,0.2691221680912428,0.340879150344274,0.1896004280612412,0.2732411397057315,0.2063117504653926,0.3699082442829559,0.4125066693618426,0.0963589423937533,0.1836355164935717,0.1032096643072263,0.4571361435864008,0.2087072165283228,0.2957338290649375,0.2857515263467517,0.1212923199908981,0.2774468278735975,0.2112231597917942,292361,3,HLA + CD4
137,0.2024269529209867,0.3627282212052214,0.1780507925997382,0.3902769716763296,0.3825602726749448,0.4918392092760271,0.1057233314161284,0.2157331789437588,0.2873097190938969,0.1592886021690899,0.25537283790799,0.1853869285619043,0.3087394646174833,0.2742982191846763,0.1339024781714118,0.5932598689104042,0.1315413542638341,0.2915314122318324,0.2368209625094878,0.2698028613778917,0.1841959209694643,0.0679451428708823,0.1300350371725163,0.2741042241023436,121936,14,FoxP3
138,0.2190265032910429,0.375704817568403,0.179898517033413,0.3828878162474335,0.4027008345692751,0.3377126812979187,0.1288324945497567,0.4519261290128182,0.4330917788569032,0.2677031619879062,0.1853004126255431,0.1928798117371209,0.1927890405229639,0.2951226785086484,0.1438587764106413,0.2536948231996936,0.1814230407214165,0.1674261389182664,0.2604032162668657,0.2726650840434306,0.1807441520228523,0.1461661692373752,0.1560331935576389,0.2960650906122007,172590,3,HLA + CD4
139,0.1600156588625486,0.4947517852261047,0.1414239244532838,0.3713053929787154,0.7593271046014642,0.7004307229049626,0.1364040425261782,0.178355314232515,0.471644577397466,0.2590977466160593,0.2192779815568376,0.1513317896676461,0.2550157709721691,0.2812007480851479,0.084017153128654,0.1929026853840959,0.0751929292288965,0.3842922380639966,0.1668027773965749,0.2035031504090876,0.1212041074885028,0.0883505950417347,0.1015077881725815,0.212798024615517,103120,3,HLA + CD4
140,0.1423113240423243,0.1550900066424352,0.1657684239073668,0.3386334084277649,0.6686790104891741,0.3152810534067534,0.3374433600629662,0.4421425294111539,0.4759388454356726,0.133248278160713,0.1995221057177485,0.3492658391446046,0.2513243559868546,0.5852243603718745,0.1151963312268416,0.1359900773930318,0.0431346668898362,0.0581297210722529,0.2295139511327109,0.1455581063720931,0.2204276414831719,0.0837282756700219,0.1986715812243996,0.1195383221647184,67936,9,CD366 + CD44
141,0.3777479316737217,0.368074237127224,0.1937279246982696,0.3338764439339732,0.241839002342179,0.2207519392925754,0.1794792792536267,0.1470410585919069,0.1971398886801403,0.1527977663425841,0.1482764266512925,0.0984644644930876,0.1493955184104838,0.2533316843527184,0.240693290326211,1.2755664019399675,0.164245145698002,0.0595600571446731,0.3405794849147614,0.2802475718467885,0.1857023848715029,0.0544961255490099,0.0768999672874032,0.1388092435726826,140929,14,FoxP3
142,0.4077599059595703,0.316987583098729,0.2105782735507418,0.4202450804682129,0.2376182806507297,0.1849959008994345,0.1537323713227036,0.131129855984654,0.2018153435421673,0.172796651951525,0.1902856891132468,0.1355175320062427,0.1567623281441149,0.3715661464629126,0.2036242072135466,0.7821224680286215,0.1415157443947143,0.0731669740911206,0.2871155150076442,0.394142043814757,0.3864739147310023,0.0831167294958284,0.1650991185778361,0.2151999155252995,146910,14,FoxP3
143,0.4422297864872627,0.6429742278755768,0.2323159776133078,0.4192933165643261,0.4143076751676786,0.3106798797434664,0.1682483433540164,0.1593634260201535,0.2398759402852066,0.2621413835715886,0.2153464124940113,0.1495305511259823,0.3608418055654993,0.2243394009603243,0.124778994866889,0.4773085658774927,0.1743515021396205,0.0929927739215821,0.2012749774348781,0.4233038411772524,0.1347489508802254,0.0739144658634245,0.0782835561565308,0.128392003311446,151387,19,CD4 + CD3
144,0.357178135195733,1.209633580499512,0.2587193423046534,0.3448819565097072,0.3203980657128918,0.2561288353271748,0.2200231343823537,0.1979405993488373,0.3166852994019396,0.1681736702932602,0.2341516008429137,0.1477357129959061,0.2831287993140186,0.25212533695745,0.1596800417605407,0.2205800587575128,0.1295674511925018,0.1051248355624094,0.2813960034178696,0.256490796994384,0.1681425879421321,0.0793386010512194,0.0974357365605809,0.1667478319710701,53304,19,CD4 + CD3
145,0.6033394837659913,0.4257292482603598,0.2502815750023514,0.2845405778563412,0.3036098702976801,0.2600777799481294,0.183951090396409,0.1860801140128375,0.3349456729861206,0.3755620815831201,0.3196867966272755,0.1396292247414001,0.4821733371553322,0.2070822477522968,0.0781254169192268,0.3174611501589447,0.1313410472892038,0.1084095871481085,0.1522175805658142,0.5742892065327787,0.210127576702557,0.0343371190694804,0.0883558692121396,0.141495925277367,66921,23,CD3
146,0.2223300936967478,0.2615750643063786,0.1984472993870296,0.2446427613027286,0.4009674592512723,0.3155674938513249,0.7385994253143696,0.16947933298355,0.2728740282889926,0.1266178829906754,0.2262346609378617,0.1200771465028009,0.9616580906986574,0.2144859316949336,0.1557687873162206,0.1842375690042298,0.0717851165592722,0.0743620241319202,0.1909660142161518,0.1630431277477744,0.1547500380086637,0.0712559136746749,0.0820675529079952,0.1482806154092296,75588,16,CD20
147,0.2553670694577497,0.2861208790025582,0.2152617009119129,0.2665373943248231,0.3782548871640194,0.3324181947319061,0.5239256954942735,0.2069987660872699,0.784603161839773,0.1419132916279357,0.2291324120576433,0.1450042366522348,0.5521895352782725,0.218896468991902,0.1699836404719729,0.2032264061409792,0.0680906117875867,0.0776319251181921,0.1942580914238944,0.1857583938883019,0.1616482983506938,0.0710053180672875,0.0892651989566881,0.1729345251134989,97363,27,CD45
148,0.3540422696292178,0.3013267446800985,0.4263716770922353,0.2884026576383622,0.2515894994398684,0.2603778055776939,0.1939108709416867,0.2538337345428741,0.3583056837994869,0.2711915182521252,0.2588555738122945,0.2008227640753336,0.2766966773496846,0.2660272233799695,0.1072516407872224,0.2514403413534211,0.114503082202691,0.1952275320143026,0.197659184110088,0.2702400823014186,0.2247621071995681,0.3161205464672916,0.1790362961449136,0.2797869115864284,232996,5,CD8a + ECad*
149,0.452552202673484,0.436653975800709,0.4654102809156482,0.3908341211248764,0.3509505018220162,0.2249180752439244,0.2004102514872994,0.1536163715310198,0.3522316198592748,0.184230501404035,0.2885464097327543,0.157662553030179,0.2468815779889663,0.2325551123435845,0.0693843620466606,0.3426965105281394,0.1132652771312726,0.5756102023947027,0.2239606704388504,0.3263016910647475,0.1548740640184471,0.0510367916517065,0.0992918905544805,0.1682858814716592,74672,3,HLA + CD4
150,0.3579123493231723,0.3169827448849891,0.4552080866998739,0.2619125239512651,0.2565588827640546,0.2271354241464773,0.1470393443704279,0.2702286297340844,0.41264680464813,0.3273167244748612,0.4504618999006178,0.2646250843606686,0.2418765631836257,0.268877648935387,0.0844977223503922,0.1888681262201181,0.1014164047394715,0.3250408628161478,0.1713126729969295,0.2560340931426828,0.2992042361663239,0.0743753034888519,0.2691273107009159,0.2046819213427616,269795,25,CD8a
151,0.2932427342519927,0.3646069058936614,0.2345133445457568,0.2924641593403167,0.3837130587605697,0.3441990721368,0.5027498645067653,0.2520461549737885,0.3293844051137837,0.1591589860864563,0.4991932305952274,0.1811828960869933,0.3387286033911406,0.2398478194400849,0.1295288480837723,0.2448599966825199,0.0715331218101956,0.148330367744901,0.1795385702140815,0.1861728678478157,0.177244294181276,0.0747915052652824,0.1262843958850084,0.1943956280360177,103832,16,CD20
152,0.2550666538020494,0.4210607444081724,0.2167257587617479,0.2978706775583827,0.2822422383900417,0.2324796576368884,0.16309332094663,0.3231630729600303,0.2913463624102864,0.1721132667198572,0.8688641414783387,0.4284282040698796,0.2246853793261227,0.3224411539131547,0.1637391163126579,0.1705404525682995,0.138641331945654,0.1856879827437976,0.1981062702665312,0.3559744107930991,0.1631069790204005,0.0619281084396071,0.1426159988052203,0.1666416787526964,98339,7,CD68
153,0.1196598497948863,0.3184543676307371,0.1359479057684942,0.1952297071474833,0.3281760903591967,0.490792721817416,0.1278868026849352,0.1588429380086606,0.2841698757797284,0.1372324164535136,1.2160328623835277,0.3687048977370815,0.802418006807494,0.1789627358567763,0.1458610157098394,0.1301017534602184,0.0916795355712498,0.3950680240431358,0.1362353443281416,0.1665834904844734,0.1299077446573179,0.04070357003043,0.1629963257018285,0.1512598102104951,23237,32,HLA + CD68
154,0.1415913054763884,0.3726470490907243,0.1269302450724563,0.3696147690339773,0.4566706140351875,0.397850406745487,0.0537980932999818,0.1647958159417574,0.2480888110157876,0.1447163297765065,0.5930937342259094,0.3283749251581843,0.4686459525329546,0.3212892475736652,0.1328273110261523,0.2098488589753694,0.106925951293224,0.4269648441624694,0.2457627985740851,0.3854843045965689,0.1997750437439469,0.0593741629986233,0.1746117407138239,0.205547950745357,251003,32,HLA + CD68
155,0.1313087770062752,0.4181354882069837,0.1240508858614065,0.273607323980877,0.6663211148606806,0.6006009038684565,0.0894415850898385,0.1736998042521622,0.3324496136294412,0.177182383375987,0.3300774048118891,0.2199990647622477,0.5936999223468933,0.2935037639315623,0.1109603062555967,0.1604216004143796,0.0786817099108804,0.5164108265901232,0.1705063309500962,0.2341192820038939,0.1478967740342309,0.0768255699436131,0.166047664404256,0.1981579654007533,110376,11,CD14 + CD16 + CD163
156,0.2007281060500143,0.4522264581258406,0.1996897050373484,0.3522627464718565,0.4069060779455815,0.3774734206088169,0.1676906814949765,0.1691935596269077,0.3802246725511857,0.253584064053465,0.4508514358903523,0.2439028548812026,0.3849521782231218,0.29278616980738,0.0882212757767892,0.2227030387985989,0.08693218552004,0.4309949193791487,0.1696345689480841,0.2891917692407068,0.1800532412620444,0.0681912897728259,0.1558534532409354,0.2241092591569793,556969,32,HLA + CD68
157,0.1707295164949476,0.4257440923154781,0.1671423065084625,0.3601491946030579,0.4579218668026529,0.4233760508368555,0.1274156591871882,0.2869081413778567,0.4440036132139132,0.311332683707202,0.2912969661369142,0.1964149572092281,0.3988285293907445,0.368601668941846,0.1126467430547475,0.1573721456006223,0.0807693964169035,0.2820655315894312,0.1496310728007169,0.2133021520964906,0.2119568668158347,0.0856953607739617,0.1929392214755651,0.275837197719486,298752,3,HLA + CD4
158,0.2256095781704966,0.4249963349258292,0.201930536846481,0.398651534362651,0.3711132512657716,0.7135847785397255,0.1692439227320027,0.2497851078210391,0.6768316187179048,0.2216465120113829,0.2847638955697208,0.1777551991587063,0.2563442420193937,0.2827526304573151,0.1251731331200347,0.1852533733634564,0.0929274468862169,0.169075046495733,0.2075444092167944,0.1968523718774566,0.1711511003117999,0.0730260071358577,0.1103083919680223,0.1936421700326795,83589,3,HLA + CD4
159,0.334794719802566,0.7148683961275846,0.2285849827801369,0.3187368308069916,0.628246212772037,0.3518509768878876,0.3140605994540989,0.2430133418165178,0.5113153972119945,0.202929513980434,0.2221730060099439,0.1383994725022434,0.2791511267610331,0.255186310934952,0.1275539173450307,0.200722292863121,0.0650241025650978,0.1299172802963704,0.1930790797494018,0.1890093206761699,0.1431982698834488,0.0592695250338514,0.0884059204884089,0.1535222962153938,103176,19,CD4 + CD3
160,0.1481189943339577,0.1339896778984438,0.1233010337734819,0.2163893052131172,0.3409990434925705,0.405385614838424,0.26044066804334,0.1247507301328168,2.345185364230912,0.0875415799301537,0.3186181495570478,0.0959475220773468,0.2400197821993988,0.1220972367812803,0.2688634598034845,0.1882453021222145,0.0754584224773485,0.0323481763884037,0.1671901757615442,0.1796145923559025,0.1778665879225439,0.0553221276340499,0.0576012151860181,0.1016942276473384,3712,27,CD45
161,0.3084129314160599,0.3459677677632767,0.203610104724372,0.4574175727882179,0.2411794340135854,0.2151750761790106,0.1178606862857991,0.1699256743759651,0.1738207857521296,0.1411330817749615,0.1639196709815099,0.1315040452825451,0.1242342516481079,0.2786195905986161,0.3218528821512083,0.8620369267209331,0.4303220432171293,0.0757254232221522,0.4086000115378804,0.3790539783889841,0.2110414378591694,0.0479877684307659,0.0893666778977042,0.1738038975518688,199157,14,FoxP3
