item,label
142747,Regulatory T cells
142748,Regulatory T cells
142749,Memory B cells
142750,CD163n_Mac [M1]
142751,CD163n_Mac [M1]
142752,CI_Monocyte
142753,Regulatory T cells
142754,Regulatory T cells
142755,Naive CD4 T cells
142756,Memory B cells
142757,CD163n_Mac [M1]
142758,Regulatory T cells
142759,CD163n_Mac [M1]
142760,CD163n_Mac [M1]
142761,Memory B cells
142762,Regulatory T cells
142763,Regulatory T cells
142764,CD163n_Mac [M1]
142765,Regulatory T cells
142766,Regulatory T cells
142767,Regulatory T cells
142768,Regulatory T cells
142769,Regulatory T cells
142770,Memory B cells
142771,Regulatory T cells
142772,Memory B cells
142773,Regulatory T cells
142774,Memory B cells
142775,Regulatory T cells
142776,Regulatory T cells
142777,Regulatory T cells
142778,Memory B cells
142779,CD163n_Mac [M1]
142780,CD163n_Mac [M1]
142781,Regulatory T cells
142782,Memory B cells
142783,Regulatory T cells
142784,Memory B cells
142785,CD163n_Mac [M1]
142786,Regulatory T cells
142787,Regulatory T cells
142788,Regulatory T cells
142789,Memory B cells
142790,CD163n_Mac [M1]
142791,Regulatory T cells
142792,Memory B cells
142793,Memory B cells
142794,Memory B cells
142795,Regulatory T cells
142796,Regulatory T cells
142797,Regulatory T cells
142798,Regulatory T cells
142799,Endothelial
142800,Regulatory T cells
142801,Regulatory T cells
142802,Regulatory T cells
142803,Regulatory T cells
142804,Regulatory T cells
142805,CD163n_Mac [M1]
142806,Regulatory T cells
142807,CI_Monocyte
142808,Regulatory T cells
142809,Regulatory T cells
142810,Regulatory T cells
142811,Memory B cells
142812,Memory B cells
142813,Regulatory T cells
142814,Regulatory T cells
142815,Regulatory T cells
142816,CD163n_Mac [M1]
142817,CD163n_Mac [M1]
142818,CD163n_Mac [M1]
142819,CD163n_Mac [M1]
142820,Regulatory T cells
142821,Endothelial
142822,CD163n_Mac [M1]
142823,Neutrophil&monocyte
142824,Regulatory T cells
142825,Memory B cells
142826,Memory B cells
142827,Regulatory T cells
142828,Regulatory T cells
142829,Naive CD4 T cells
142830,Memory B cells
142831,Memory B cells
142832,Memory B cells
142833,CD163n_Mac [M1]
142834,CD163p_Mac [M2]
142835,Regulatory T cells
142836,Regulatory T cells
142837,Regulatory T cells
142838,Regulatory T cells
142839,CD163n_Mac [M1]
142840,Regulatory T cells
142841,Regulatory T cells
142842,Memory B cells
142843,Memory B cells
142844,Memory B cells
142845,Memory B cells
142846,Regulatory T cells
142847,Regulatory T cells
142848,Regulatory T cells
142849,CD163n_Mac [M1]
142850,Memory B cells
142851,Regulatory T cells
142852,Regulatory T cells
142853,CI_Monocyte
142854,Regulatory T cells
142855,Regulatory T cells
142856,Memory B cells
142857,Memory B cells
142858,Regulatory T cells
142859,Regulatory T cells
142860,Regulatory T cells
142861,Regulatory T cells
142862,Regulatory T cells
142863,Regulatory T cells
142864,Memory B cells
142865,Regulatory T cells
142866,Memory B cells
142867,Regulatory T cells
142868,Memory B cells
142869,Regulatory T cells
142870,Regulatory T cells
142871,Memory B cells
142872,CD163n_Mac [M1]
142873,Neutrophil&monocyte
142874,Regulatory T cells
142875,Memory B cells
142876,CD163n_Mac [M1]
142877,Regulatory T cells
142878,Memory B cells
142879,Regulatory T cells
142880,Regulatory T cells
142881,Memory CD8 T cells
142882,Regulatory T cells
142883,Memory B cells
142884,Regulatory T cells
142885,Regulatory T cells
142886,CD163n_Mac [M1]
142887,CD163n_Mac [M1]
142888,Regulatory T cells
142889,Regulatory T cells
142890,Regulatory T cells
142891,Regulatory T cells
142892,Regulatory T cells
142893,Memory CD8 T cells
142894,Regulatory T cells
142895,Regulatory T cells
142896,Memory B cells
142897,Memory CD8 T cells
142898,Regulatory T cells
142899,Regulatory T cells
142900,Regulatory T cells
142901,Regulatory T cells
142902,Regulatory T cells
142903,Regulatory T cells
142904,Regulatory T cells
142905,Regulatory T cells
142906,Regulatory T cells
142907,Memory B cells
142908,Regulatory T cells
142909,Naive CD4 T cells
142910,Memory B cells
142911,Regulatory T cells
142912,CD163n_Mac [M1]
142913,Memory B cells
142914,Regulatory T cells
142915,Regulatory T cells
142916,Regulatory T cells
142917,Regulatory T cells
142918,Regulatory T cells
142919,Memory B cells
142920,Memory B cells
142921,Memory B cells
142922,Regulatory T cells
142923,CD163n_Mac [M1]
142924,CD163n_Mac [M1]
142925,Memory B cells
142926,Memory B cells
142927,Regulatory T cells
142928,Regulatory T cells
142929,Memory B cells
142930,Regulatory T cells
142931,Regulatory T cells
142932,Memory B cells
142933,Memory B cells
142934,Memory B cells
142935,Regulatory T cells
142936,Regulatory T cells
142937,Regulatory T cells
142938,Memory T cells
142939,Memory B cells
142940,Regulatory T cells
142941,Regulatory T cells
142942,Regulatory T cells
142943,CD163n_Mac [M1]
142944,Regulatory T cells
142945,CD163n_Mac [M1]
142946,CD163n_Mac [M1]
142947,Regulatory T cells
142948,Regulatory T cells
142949,Regulatory T cells
142950,CD163n_Mac [M1]
142951,Memory B cells
142952,Regulatory T cells
142953,Regulatory T cells
142954,CD163n_Mac [M1]
142955,CD163n_Mac [M1]
142956,Neutrophil&monocyte
142957,Regulatory T cells
142958,Regulatory T cells
142959,Regulatory T cells
142960,Regulatory T cells
142961,Memory B cells
142962,Regulatory T cells
142963,CD163n_Mac [M1]
142964,Memory B cells
142965,Regulatory T cells
142966,Regulatory T cells
142967,Memory B cells
142968,Regulatory T cells
142969,Memory B cells
142970,Memory B cells
142971,Regulatory T cells
142972,Regulatory T cells
142973,Regulatory T cells
142974,CD163n_Mac [M1]
142975,Regulatory T cells
142976,Regulatory T cells
142977,Memory B cells
142978,CI_Monocyte
142979,Memory B cells
142980,CD163n_Mac [M1]
142981,CD163n_Mac [M1]
142982,Regulatory T cells
142983,Regulatory T cells
142984,CD163n_Mac [M1]
142985,Memory CD8 T cells
142986,Memory B cells
142987,Regulatory T cells
142988,Regulatory T cells
142989,Memory CD8 T cells
142990,Regulatory T cells
142991,Regulatory T cells
142992,Regulatory T cells
142993,CD163n_Mac [M1]
142994,Int_Monocyte
142995,Int_Monocyte
142996,Memory B cells
142997,Regulatory T cells
142998,Memory B cells
142999,Regulatory T cells
143000,CD163n_Mac [M1]
143001,Regulatory T cells
143002,Memory B cells
143003,Regulatory T cells
143004,Memory B cells
143005,Regulatory T cells
143006,Regulatory T cells
143007,Memory B cells
143008,Regulatory T cells
143009,Regulatory T cells
143010,Regulatory T cells
143011,CD163n_Mac [M1]
143012,Regulatory T cells
143013,Memory B cells
143014,Regulatory T cells
143015,CD163n_Mac [M1]
143016,Regulatory T cells
143017,Naive CD4 T cells
143018,Regulatory T cells
143019,Memory B cells
143020,Memory B cells
143021,Regulatory T cells
143022,Regulatory T cells
143023,CD163n_Mac [M1]
143024,Naive CD4 T cells
143025,Regulatory T cells
143026,Regulatory T cells
143027,Regulatory T cells
143028,CD163n_Mac [M1]
143029,Memory B cells
143030,Memory B cells
143031,Regulatory T cells
143032,Regulatory T cells
143033,Regulatory T cells
143034,Memory B cells
143035,Regulatory T cells
143036,Regulatory T cells
143037,CD163n_Mac [M1]
143038,CD163n_Mac [M1]
143039,Regulatory T cells
143040,Regulatory T cells
143041,Regulatory T cells
143042,CD163n_Mac [M1]
143043,CD163n_Mac [M1]
143044,Regulatory T cells
143045,Regulatory T cells
143046,Memory B cells
143047,Memory B cells
143048,CD163n_Mac [M1]
143049,Regulatory T cells
143050,Regulatory T cells
143051,Memory B cells
143052,Memory B cells
143053,CD163n_Mac [M1]
143054,Regulatory T cells
143055,Memory B cells
143056,Regulatory T cells
143057,Memory B cells
143058,Memory T cells
143059,CI_Monocyte
143060,Regulatory T cells
143061,Regulatory T cells
143062,CD163n_Mac [M1]
143063,CD163n_Mac [M1]
143064,Naive CD4 T cells
143065,Memory B cells
143066,Memory B cells
143067,CD163n_Mac [M1]
143068,Memory B cells
143069,Regulatory T cells
143070,Regulatory T cells
143071,Regulatory T cells
143072,Memory B cells
143073,Memory B cells
143074,Memory B cells
143075,Memory B cells
143076,Memory B cells
143077,Memory B cells
143078,Regulatory T cells
143079,Regulatory T cells
143080,Regulatory T cells
143081,Memory B cells
143082,CD163n_Mac [M1]
143083,Regulatory T cells
143084,Memory B cells
143085,Regulatory T cells
143086,Regulatory T cells
143087,Regulatory T cells
143088,Regulatory T cells
143089,CD163n_Mac [M1]
143090,CD163n_Mac [M1]
143091,Regulatory T cells
143092,Naive CD4 T cells
143093,Regulatory T cells
143094,Regulatory T cells
143095,CI_Monocyte
143096,CD163n_Mac [M1]
143097,Memory B cells
143098,Memory B cells
143099,Regulatory T cells
143100,CD163n_Mac [M1]
143101,Memory B cells
143102,Memory B cells
143103,Memory B cells
143104,Regulatory T cells
143105,Regulatory T cells
143106,Regulatory T cells
143107,Regulatory T cells
143108,CD163n_Mac [M1]
143109,Regulatory T cells
143110,CD163n_Mac [M1]
143111,CD163n_Mac [M1]
143112,Regulatory T cells
143113,CD163n_Mac [M1]
143114,Memory B cells
143115,Memory B cells
143116,Regulatory T cells
143117,Regulatory T cells
143118,Memory B cells
143119,Memory B cells
143120,Memory B cells
143121,Regulatory T cells
143122,CD163n_Mac [M1]
143123,Naive CD4 T cells
143124,Regulatory T cells
143125,CD163n_Mac [M1]
143126,Regulatory T cells
143127,Memory B cells
143128,Memory B cells
143129,Memory B cells
143130,Memory B cells
143131,Regulatory T cells
143132,Regulatory T cells
143133,CD163n_Mac [M1]
143134,Regulatory T cells
143135,CD163n_Mac [M1]
143136,CD163n_Mac [M1]
143137,Memory B cells
143138,Regulatory T cells
143139,Memory B cells
143140,Regulatory T cells
143141,CD163n_Mac [M1]
143142,Regulatory T cells
143143,Regulatory T cells
143144,Regulatory T cells
143145,Regulatory T cells
143146,Regulatory T cells
143147,Memory B cells
143148,Regulatory T cells
143149,Regulatory T cells
143150,Regulatory T cells
143151,Regulatory T cells
143152,Memory B cells
143153,Regulatory T cells
143154,CD163n_Mac [M1]
143155,Memory B cells
143156,Regulatory T cells
143157,CD163n_Mac [M1]
143158,CD163n_Mac [M1]
143159,Regulatory T cells
143160,Regulatory T cells
143161,CD163n_Mac [M1]
143162,CD163n_Mac [M1]
143163,Regulatory T cells
143164,Memory B cells
143165,CD163n_Mac [M1]
143166,Regulatory T cells
143167,Memory B cells
143168,CD163n_Mac [M1]
143169,Memory B cells
143170,Regulatory T cells
143171,CI_Monocyte
143172,Regulatory T cells
143173,CD163n_Mac [M1]
143174,CD163n_Mac [M1]
143175,Memory B cells
143176,Memory B cells
143177,Regulatory T cells
143178,Memory B cells
143179,CD163n_Mac [M1]
143180,Memory B cells
143181,CD163n_Mac [M1]
143182,Regulatory T cells
143183,CD163n_Mac [M1]
143184,Memory B cells
143185,Regulatory T cells
143186,Regulatory T cells
143187,Memory B cells
143188,CD163n_Mac [M1]
143189,Regulatory T cells
143190,CD163n_Mac [M1]
143191,CD163n_Mac [M1]
143192,Memory B cells
143193,Memory B cells
143194,Memory B cells
143195,Memory B cells
143196,Regulatory T cells
143197,Memory B cells
143198,Memory B cells
143199,Regulatory T cells
143200,Memory B cells
143201,CD163n_Mac [M1]
143202,Memory B cells
143203,Memory CD8 T cells
143204,Regulatory T cells
143205,Memory B cells
143206,CD163n_Mac [M1]
143207,Regulatory T cells
143208,Memory B cells
143209,Regulatory T cells
143210,CD163n_Mac [M1]
143211,Memory B cells
143212,CI_Monocyte
143213,Regulatory T cells
143214,CD163n_Mac [M1]
143215,Memory B cells
143216,Regulatory T cells
143217,Memory B cells
143218,CD163n_Mac [M1]
143219,Regulatory T cells
143220,Regulatory T cells
143221,Regulatory T cells
143222,Memory B cells
143223,Memory B cells
143224,CD163n_Mac [M1]
143225,Memory B cells
143226,Memory B cells
143227,Regulatory T cells
143228,CD163n_Mac [M1]
143229,Regulatory T cells
143230,Regulatory T cells
143231,CD163n_Mac [M1]
143232,CD163n_Mac [M1]
143233,CD163n_Mac [M1]
143234,Regulatory T cells
143235,CD163n_Mac [M1]
143236,Regulatory T cells
143237,Regulatory T cells
143238,CD163n_Mac [M1]
143239,Regulatory T cells
143240,Regulatory T cells
143241,Regulatory T cells
143242,Memory B cells
143243,Regulatory T cells
143244,Memory B cells
143245,CI_Monocyte
143246,Regulatory T cells
143247,Regulatory T cells
143248,CD163n_Mac [M1]
143249,Memory B cells
143250,Memory B cells
143251,CD163n_Mac [M1]
143252,Regulatory T cells
143253,Memory B cells
143254,Regulatory T cells
143255,Memory CD8 T cells
143256,Regulatory T cells
143257,Regulatory T cells
143258,Memory B cells
143259,NK and CD8 Tcell
143260,Memory B cells
143261,CI_Monocyte
143262,Regulatory T cells
143263,Regulatory T cells
143264,CI_Monocyte
143265,Regulatory T cells
143266,CD163n_Mac [M1]
143267,CD163n_Mac [M1]
143268,CD163n_Mac [M1]
143269,CD163n_Mac [M1]
143270,CD163n_Mac [M1]
143271,Regulatory T cells
143272,Unknown
143273,Memory B cells
143274,Regulatory T cells
143275,Regulatory T cells
143276,CD163n_Mac [M1]
143277,CD163n_Mac [M1]
143278,Memory B cells
143279,CD163n_Mac [M1]
143280,CI_Monocyte
143281,Memory B cells
143282,Regulatory T cells
143283,Memory B cells
143284,Neutrophil&monocyte
143285,CI_Monocyte
143286,Regulatory T cells
143287,Memory B cells
143288,Regulatory T cells
143289,CD163n_Mac [M1]
143290,Regulatory T cells
143291,Memory B cells
143292,Memory B cells
143293,CD163n_Mac [M1]
143294,CD163n_Mac [M1]
143295,Regulatory T cells
143296,Regulatory T cells
143297,Regulatory T cells
143298,Naive CD4 T cells
143299,Memory B cells
143300,Memory B cells
143301,Naive CD4 T cells
143302,CD163n_Mac [M1]
143303,CD163n_Mac [M1]
143304,Regulatory T cells
143305,CD163n_Mac [M1]
143306,Memory B cells
143307,Memory B cells
143308,CD163n_Mac [M1]
143309,Naive CD4 T cells
143310,CD163n_Mac [M1]
143311,Memory B cells
143312,Regulatory T cells
143313,CD163n_Mac [M1]
143314,Regulatory T cells
143315,Regulatory T cells
143316,Memory B cells
143317,Regulatory T cells
143318,Memory B cells
143319,Memory B cells
143320,Memory B cells
143321,Memory B cells
143322,CI_Monocyte
143323,Neutrophil&monocyte
143324,Regulatory T cells
143325,Memory B cells
143326,Regulatory T cells
143327,Regulatory T cells
143328,Memory B cells
143329,Memory B cells
143330,Regulatory T cells
143331,Regulatory T cells
143332,CD163n_Mac [M1]
143333,Memory B cells
143334,Memory B cells
143335,Memory B cells
143336,Regulatory T cells
143337,Naive CD4 T cells
143338,Memory B cells
143339,Memory B cells
143340,Regulatory T cells
143341,CD163n_Mac [M1]
143342,Regulatory T cells
143343,Regulatory T cells
143344,Neutrophil&monocyte
143345,Regulatory T cells
143346,CD163n_Mac [M1]
143347,Regulatory T cells
143348,Regulatory T cells
143349,Regulatory T cells
143350,Memory B cells
143351,Memory B cells
143352,Regulatory T cells
143353,Memory B cells
143354,Regulatory T cells
143355,CD163n_Mac [M1]
143356,Memory B cells
143357,CD163n_Mac [M1]
143358,Memory B cells
143359,Regulatory T cells
143360,Regulatory T cells
143361,Regulatory T cells
143362,CD163n_Mac [M1]
143363,Memory B cells
143364,Regulatory T cells
143365,Neutrophil&monocyte
143366,Regulatory T cells
143367,Memory B cells
143368,Regulatory T cells
143369,Naive CD8 T cells
143370,Regulatory T cells
143371,CD163n_Mac [M1]
143372,Regulatory T cells
143373,CD163n_Mac [M1]
143374,Memory B cells
143375,Regulatory T cells
143376,Regulatory T cells
143377,CD163n_Mac [M1]
143378,Regulatory T cells
143379,Regulatory T cells
143380,Memory B cells
143381,Memory B cells
143382,Memory B cells
143383,Regulatory T cells
143384,Memory B cells
143385,Regulatory T cells
143386,Regulatory T cells
143387,Int_Monocyte
143388,Regulatory T cells
143389,Memory T cells
143390,Regulatory T cells
143391,Regulatory T cells
143392,Memory CD8 T cells
143393,Int_Monocyte
143394,Memory B cells
143395,Regulatory T cells
143396,CD163n_Mac [M1]
143397,Memory B cells
143398,Naive CD4 T cells
143399,Regulatory T cells
143400,Memory B cells
143401,Memory B cells
143402,Regulatory T cells
143403,Regulatory T cells
143404,Regulatory T cells
143405,Regulatory T cells
143406,CD163n_Mac [M1]
143407,Regulatory T cells
143408,Regulatory T cells
143409,Regulatory T cells
143410,Memory B cells
143411,CD163n_Mac [M1]
143412,Regulatory T cells
143413,Regulatory T cells
143414,Int_Monocyte
143415,Regulatory T cells
143416,Memory B cells
143417,Regulatory T cells
143418,CD163n_Mac [M1]
143419,Memory B cells
143420,CD163n_Mac [M1]
143421,Regulatory T cells
143422,Memory B cells
143423,CD163n_Mac [M1]
143424,CD163n_Mac [M1]
143425,Regulatory T cells
143426,CD163n_Mac [M1]
143427,Regulatory T cells
143428,Regulatory T cells
143429,Regulatory T cells
143430,Regulatory T cells
143431,Memory B cells
143432,Regulatory T cells
143433,Regulatory T cells
143434,Regulatory T cells
143435,Memory B cells
143436,CD163n_Mac [M1]
143437,Regulatory T cells
143438,CD163n_Mac [M1]
143439,Memory B cells
143440,Memory B cells
143441,Regulatory T cells
143442,CD163n_Mac [M1]
143443,Naive CD4 T cells
143444,Memory B cells
143445,Memory B cells
143446,Memory B cells
143447,Memory B cells
143448,CD163n_Mac [M1]
143449,Memory B cells
143450,nonCI_Monocyte
143451,Regulatory T cells
143452,Memory B cells
143453,CD163n_Mac [M1]
143454,Memory B cells
143455,Regulatory T cells
143456,Memory B cells
143457,Regulatory T cells
143458,Memory B cells
143459,Neutrophil&monocyte
143460,CD163n_Mac [M1]
143461,Memory B cells
143462,Int_Monocyte
143463,Regulatory T cells
143464,Regulatory T cells
143465,Memory B cells
143466,CD163n_Mac [M1]
143467,Regulatory T cells
143468,Memory B cells
143469,Memory B cells
143470,Regulatory T cells
143471,Regulatory T cells
143472,Regulatory T cells
143473,CD163n_Mac [M1]
143474,Naive CD4 T cells
143475,Memory B cells
143476,Regulatory T cells
143477,CD163n_Mac [M1]
143478,Regulatory T cells
143479,Memory B cells
143480,B7H4+ cancer cells
143481,Regulatory T cells
143482,CD163n_Mac [M1]
143483,Memory B cells
143484,Regulatory T cells
143485,Regulatory T cells
143486,Naive CD4 T cells
143487,Memory B cells
143488,Regulatory T cells
143489,Memory B cells
143490,Memory B cells
143491,Memory B cells
143492,Regulatory T cells
143493,Regulatory T cells
143494,CD163n_Mac [M1]
143495,Regulatory T cells
143496,Memory B cells
143497,Regulatory T cells
143498,CD163p_Mac [M2]
143499,CD163n_Mac [M1]
143500,CD163n_Mac [M1]
143501,CD163n_Mac [M1]
143502,Regulatory T cells
143503,Memory B cells
143504,Regulatory T cells
143505,Regulatory T cells
143506,Regulatory T cells
143507,Int_Monocyte
143508,Memory B cells
143509,Regulatory T cells
143510,Regulatory T cells
143511,Regulatory T cells
143512,Regulatory T cells
143513,CD163n_Mac [M1]
143514,Memory B cells
143515,Memory B cells
143516,Memory B cells
143517,Memory B cells
143518,Regulatory T cells
143519,Memory B cells
143520,CD163n_Mac [M1]
143521,Regulatory T cells
143522,Memory B cells
143523,Naive CD4 T cells
143524,Regulatory T cells
143525,Regulatory T cells
143526,Regulatory T cells
143527,Memory B cells
143528,Memory B cells
143529,Regulatory T cells
143530,CD163n_Mac [M1]
143531,Regulatory T cells
143532,Regulatory T cells
143533,Regulatory T cells
143534,Regulatory T cells
143535,Memory B cells
143536,Regulatory T cells
143537,CD163n_Mac [M1]
143538,Regulatory T cells
143539,Memory B cells
143540,Memory B cells
143541,CD163n_Mac [M1]
143542,Memory B cells
143543,Memory B cells
143544,Regulatory T cells
143545,Memory B cells
143546,Regulatory T cells
143547,CD163n_Mac [M1]
143548,Memory B cells
143549,Memory B cells
143550,Memory B cells
143551,Memory B cells
143552,Regulatory T cells
143553,CD163n_Mac [M1]
143554,Unknown
143555,Memory B cells
143556,Memory B cells
143557,Regulatory T cells
143558,Regulatory T cells
143559,Regulatory T cells
143560,CD163n_Mac [M1]
143561,Regulatory T cells
143562,Regulatory T cells
143563,Regulatory T cells
143564,CD163n_Mac [M1]
143565,Memory B cells
143566,Regulatory T cells
143567,Regulatory T cells
143568,Regulatory T cells
143569,Regulatory T cells
143570,CD163n_Mac [M1]
143571,CD163n_Mac [M1]
143572,Memory B cells
143573,Regulatory T cells
143574,Regulatory T cells
143575,Regulatory T cells
143576,CD163n_Mac [M1]
143577,CD163n_Mac [M1]
143578,Regulatory T cells
143579,Memory B cells
143580,Regulatory T cells
143581,Memory B cells
143582,Regulatory T cells
143583,CD163n_Mac [M1]
143584,Memory B cells
143585,Regulatory T cells
143586,Memory B cells
143587,CD163n_Mac [M1]
143588,Regulatory T cells
143589,Regulatory T cells
143590,CD163n_Mac [M1]
143591,CD163n_Mac [M1]
143592,CD163n_Mac [M1]
143593,CD163n_Mac [M1]
143594,CD163n_Mac [M1]
143595,CD163n_Mac [M1]
143596,Regulatory T cells
143597,Regulatory T cells
143598,Memory B cells
143599,Regulatory T cells
143600,CD163n_Mac [M1]
143601,Regulatory T cells
143602,CD163n_Mac [M1]
143603,CD163n_Mac [M1]
143604,Memory B cells
143605,Regulatory T cells
143606,Memory B cells
143607,Regulatory T cells
143608,Memory B cells
143609,Memory B cells
143610,CD163n_Mac [M1]
143611,Memory B cells
143612,Regulatory T cells
143613,CD163n_Mac [M1]
143614,CD163p_Mac [M2]
143615,CD163n_Mac [M1]
143616,Memory B cells
143617,Regulatory T cells
143618,Regulatory T cells
143619,Regulatory T cells
143620,CD163n_Mac [M1]
143621,CD163n_Mac [M1]
143622,Memory B cells
143623,Memory B cells
143624,Memory B cells
143625,Memory B cells
143626,Naive CD4 T cells
143627,Regulatory T cells
143628,Memory B cells
143629,Neutrophil&monocyte
143630,CD163n_Mac [M1]
143631,CD163n_Mac [M1]
143632,Regulatory T cells
143633,Regulatory T cells
143634,CD163n_Mac [M1]
143635,Naive CD4 T cells
143636,Regulatory T cells
143637,Memory B cells
143638,Regulatory T cells
143639,Memory B cells
143640,Regulatory T cells
143641,Regulatory T cells
143642,Memory B cells
143643,CD163n_Mac [M1]
143644,CD163n_Mac [M1]
143645,CD163n_Mac [M1]
143646,Regulatory T cells
143647,Regulatory T cells
143648,CD163n_Mac [M1]
143649,Memory B cells
143650,Regulatory T cells
143651,Regulatory T cells
143652,Regulatory T cells
143653,Regulatory T cells
143654,Regulatory T cells
143655,Regulatory T cells
143656,Regulatory T cells
143657,Regulatory T cells
143658,Regulatory T cells
143659,Memory B cells
143660,CD163n_Mac [M1]
143661,Memory B cells
143662,Regulatory T cells
143663,Regulatory T cells
143664,Regulatory T cells
143665,Memory B cells
143666,Memory B cells
143667,CD163n_Mac [M1]
143668,CD163n_Mac [M1]
143669,Memory B cells
143670,CD163n_Mac [M1]
143671,Memory B cells
143672,CD163n_Mac [M1]
143673,CD163n_Mac [M1]
143674,Int_Monocyte
143675,Regulatory T cells
143676,CD163p_Mac [M2]
143677,Regulatory T cells
143678,Memory B cells
143679,Memory B cells
143680,Regulatory T cells
143681,CD163n_Mac [M1]
143682,CD163n_Mac [M1]
143683,CD163n_Mac [M1]
143684,Naive CD4 T cells
143685,Memory B cells
143686,Regulatory T cells
143687,Memory B cells
143688,Memory B cells
143689,Naive CD4 T cells
143690,Regulatory T cells
143691,Memory B cells
143692,CD163n_Mac [M1]
143693,Naive CD4 T cells
143694,Memory B cells
143695,CD163n_Mac [M1]
143696,Regulatory T cells
143697,Memory B cells
143698,Regulatory T cells
143699,Memory B cells
143700,Memory B cells
143701,Regulatory T cells
143702,Memory CD8 T cells
143703,Regulatory T cells
143704,Memory B cells
143705,Regulatory T cells
143706,Memory B cells
143707,Regulatory T cells
143708,Memory B cells
143709,CD163n_Mac [M1]
143710,CD163p_Mac [M2]
143711,CD163n_Mac [M1]
143712,Regulatory T cells
143713,Regulatory T cells
143714,Regulatory T cells
143715,CD163n_Mac [M1]
143716,CD163n_Mac [M1]
143717,Regulatory T cells
143718,Regulatory T cells
143719,CD163n_Mac [M1]
143720,CD163n_Mac [M1]
143721,Regulatory T cells
143722,Memory B cells
143723,Regulatory T cells
143724,Regulatory T cells
143725,CD163n_Mac [M1]
143726,CD163n_Mac [M1]
143727,Memory B cells
143728,Memory B cells
143729,CD163n_Mac [M1]
143730,Regulatory T cells
143731,CD163n_Mac [M1]
143732,Memory B cells
143733,Regulatory T cells
143734,CD163n_Mac [M1]
143735,Memory B cells
143736,Memory B cells
143737,Memory B cells
143738,Naive CD4 T cells
143739,Regulatory T cells
143740,Memory B cells
143741,Memory B cells
143742,Regulatory T cells
143743,Int_Monocyte
143744,Memory B cells
143745,CD163n_Mac [M1]
143746,Regulatory T cells
143747,CD163n_Mac [M1]
143748,Regulatory T cells
143749,Regulatory T cells
143750,Memory B cells
143751,Regulatory T cells
143752,Regulatory T cells
143753,Memory B cells
143754,Regulatory T cells
143755,Regulatory T cells
143756,Regulatory T cells
143757,Regulatory T cells
143758,CD163n_Mac [M1]
143759,Memory B cells
143760,Memory B cells
143761,CD163n_Mac [M1]
143762,Regulatory T cells
143763,Memory B cells
143764,CD163n_Mac [M1]
143765,Memory B cells
143766,Memory B cells
143767,Memory B cells
143768,Memory B cells
143769,Memory B cells
143770,CD163n_Mac [M1]
143771,Regulatory T cells
143772,Memory B cells
143773,Memory B cells
143774,Regulatory T cells
143775,Regulatory T cells
143776,Memory B cells
143777,Regulatory T cells
143778,Memory B cells
143779,Memory B cells
143780,Regulatory T cells
143781,Memory B cells
143782,Regulatory T cells
143783,Regulatory T cells
143784,Naive CD4 T cells
143785,Int_Monocyte
143786,Int_Monocyte
143787,Regulatory T cells
143788,Memory B cells
143789,CD163n_Mac [M1]
143790,CD163n_Mac [M1]
143791,Regulatory T cells
143792,Regulatory T cells
143793,CD163n_Mac [M1]
143794,CD163n_Mac [M1]
143795,Regulatory T cells
143796,Regulatory T cells
143797,Memory B cells
143798,Memory B cells
143799,Regulatory T cells
143800,Regulatory T cells
143801,Regulatory T cells
143802,Memory B cells
143803,Regulatory T cells
143804,Regulatory T cells
143805,Memory B cells
143806,Regulatory T cells
143807,Regulatory T cells
143808,Memory B cells
143809,CD163n_Mac [M1]
143810,Memory B cells
143811,Memory B cells
143812,Memory B cells
143813,Regulatory T cells
143814,Regulatory T cells
143815,CD163n_Mac [M1]
143816,Regulatory T cells
143817,Memory B cells
143818,Regulatory T cells
143819,Regulatory T cells
143820,Memory B cells
143821,Memory B cells
143822,CD163n_Mac [M1]
143823,Memory B cells
143824,Regulatory T cells
143825,Memory B cells
143826,Memory B cells
143827,Memory B cells
143828,Regulatory T cells
143829,Memory B cells
143830,Regulatory T cells
143831,Regulatory T cells
143832,CD163n_Mac [M1]
143833,Naive B cells
143834,Regulatory T cells
143835,Regulatory T cells
143836,Regulatory T cells
143837,Regulatory T cells
143838,Regulatory T cells
143839,Memory B cells
143840,Regulatory T cells
143841,Memory B cells
143842,Memory B cells
143843,Regulatory T cells
143844,Regulatory T cells
143845,Regulatory T cells
143846,Regulatory T cells
143847,Regulatory T cells
143848,Regulatory T cells
143849,Regulatory T cells
143850,Regulatory T cells
143851,CD163n_Mac [M1]
143852,Memory B cells
143853,Regulatory T cells
143854,Regulatory T cells
143855,CD163n_Mac [M1]
143856,Regulatory T cells
143857,Regulatory T cells
143858,Regulatory T cells
143859,Memory B cells
143860,Memory B cells
143861,Regulatory T cells
143862,Regulatory T cells
143863,Regulatory T cells
143864,CD163n_Mac [M1]
143865,Memory B cells
143866,Memory B cells
143867,CD163p_Mac [M2]
143868,Memory B cells
143869,Regulatory T cells
143870,Regulatory T cells
143871,Int_Monocyte
143872,Memory B cells
143873,Regulatory T cells
143874,Memory B cells
143875,Regulatory T cells
143876,Regulatory T cells
143877,Memory B cells
143878,Memory B cells
143879,Regulatory T cells
143880,Regulatory T cells
143881,CD163n_Mac [M1]
143882,Memory B cells
143883,Memory B cells
143884,Memory B cells
143885,Memory B cells
