item,label
17420,Regulatory T cells
17421,Regulatory T cells
17422,Regulatory T cells
17423,Regulatory T cells
17424,Int_Monocyte
17425,Int_Monocyte
17426,Memory CD8 T cells
17427,Regulatory T cells
17428,Regulatory T cells
17429,Regulatory T cells
17430,Regulatory T cells
17431,Regulatory T cells
17432,Regulatory T cells
17433,Naive CD8 T cells
17434,Regulatory T cells
17435,Int_Monocyte
17436,Regulatory T cells
17437,Endothelial
17438,Endothelial
17439,Int_Monocyte
17440,CD163n_Mac [M1]
17441,Int_Monocyte
17442,CD163n_Mac [M1]
17443,Regulatory T cells
17444,Regulatory T cells
17445,Memory CD8 T cells
17446,Int_Monocyte
17447,Int_Monocyte
17448,Regulatory T cells
17449,Regulatory T cells
17450,Regulatory T cells
17451,Naive CD8 T cells
17452,Regulatory T cells
17453,Int_Monocyte
17454,Int_Monocyte
17455,CD163n_Mac [M1]
17456,Regulatory T cells
17457,Regulatory T cells
17458,Regulatory T cells
17459,Int_Monocyte
17460,Regulatory T cells
17461,Int_Monocyte
17462,Int_Monocyte
17463,Regulatory T cells
17464,Int_Monocyte
17465,Regulatory T cells
17466,Regulatory T cells
17467,Regulatory T cells
17468,Regulatory T cells
17469,Regulatory T cells
17470,Regulatory T cells
17471,Int_Monocyte
17472,Regulatory T cells
17473,CD163n_Mac [M1]
17474,Regulatory T cells
17475,Regulatory T cells
17476,Int_Monocyte
17477,Regulatory T cells
17478,Regulatory T cells
17479,Regulatory T cells
17480,Regulatory T cells
17481,Regulatory T cells
17482,Int_Monocyte
17483,Regulatory T cells
17484,Regulatory T cells
17485,Regulatory T cells
17486,Regulatory T cells
17487,Regulatory T cells
17488,Regulatory T cells
17489,Regulatory T cells
17490,Regulatory T cells
17491,Regulatory T cells
17492,Regulatory T cells
17493,Naive CD8 T cells
17494,Regulatory T cells
17495,Regulatory T cells
17496,Regulatory T cells
17497,Regulatory T cells
17498,p53+ cells?
17499,Regulatory T cells
17500,Int_Monocyte
17501,Int_Monocyte
17502,Regulatory T cells
17503,Regulatory T cells
17504,Regulatory T cells
17505,Memory T cells
17506,Regulatory T cells
17507,NK and CD8 Tcell
17508,Int_Monocyte
17509,Naive CD4 T cells
17510,Regulatory T cells
17511,Int_Monocyte
17512,Regulatory T cells
17513,Regulatory T cells
17514,NK and CD8 Tcell
17515,Int_Monocyte
17516,Naive CD8 T cells
17517,Regulatory T cells
17518,Regulatory T cells
17519,Regulatory T cells
17520,Regulatory T cells
17521,Regulatory T cells
17522,Regulatory T cells
17523,Int_Monocyte
17524,Int_Monocyte
17525,Regulatory T cells
17526,Regulatory T cells
17527,Regulatory T cells
17528,Regulatory T cells
17529,Regulatory T cells
17530,Regulatory T cells
17531,Regulatory T cells
17532,Int_Monocyte
17533,Naive CD8 T cells
17534,CD163n_Mac [M1]
17535,Int_Monocyte
17536,p53+ cells?
17537,Regulatory T cells
17538,Regulatory T cells
17539,Regulatory T cells
17540,Regulatory T cells
17541,Int_Monocyte
17542,Int_Monocyte
17543,Int_Monocyte
17544,Regulatory T cells
17545,Naive CD4 T cells
17546,Regulatory T cells
17547,Regulatory T cells
17548,Regulatory T cells
17549,Regulatory T cells
17550,Regulatory T cells
17551,Memory CD8 T cells
17552,Naive CD8 T cells
17553,Regulatory T cells
17554,Regulatory T cells
17555,Int_Monocyte
17556,Int_Monocyte
17557,Int_Monocyte
17558,Regulatory T cells
17559,Regulatory T cells
17560,Regulatory T cells
17561,Memory CD8 T cells
17562,Int_Monocyte
17563,Regulatory T cells
17564,Regulatory T cells
17565,Memory CD8 T cells
17566,Int_Monocyte
17567,Int_Monocyte
17568,Int_Monocyte
17569,Regulatory T cells
17570,Int_Monocyte
17571,Regulatory T cells
17572,Regulatory T cells
17573,Regulatory T cells
17574,Int_Monocyte
17575,Regulatory T cells
17576,Regulatory T cells
17577,Regulatory T cells
17578,Int_Monocyte
17579,Regulatory T cells
17580,Regulatory T cells
17581,Regulatory T cells
17582,Regulatory T cells
17583,Regulatory T cells
17584,Regulatory T cells
17585,Int_Monocyte
17586,Regulatory T cells
17587,Regulatory T cells
17588,Regulatory T cells
17589,Regulatory T cells
17590,Naive CD8 T cells
17591,Int_Monocyte
17592,Regulatory T cells
17593,Naive CD8 T cells
17594,Regulatory T cells
17595,Regulatory T cells
17596,Memory CD8 T cells
17597,Regulatory T cells
17598,Int_Monocyte
17599,Regulatory T cells
17600,Regulatory T cells
17601,Regulatory T cells
17602,Regulatory T cells
17603,Regulatory T cells
17604,Regulatory T cells
17605,Regulatory T cells
17606,Int_Monocyte
17607,Int_Monocyte
17608,Regulatory T cells
17609,Regulatory T cells
17610,Int_Monocyte
17611,Regulatory T cells
17612,Regulatory T cells
17613,Regulatory T cells
17614,Regulatory T cells
17615,Memory CD8 T cells
17616,Regulatory T cells
17617,Int_Monocyte
17618,Regulatory T cells
17619,Regulatory T cells
17620,Memory CD8 T cells
17621,Int_Monocyte
17622,Regulatory T cells
17623,Regulatory T cells
17624,Regulatory T cells
17625,Regulatory T cells
17626,Int_Monocyte
17627,Regulatory T cells
17628,Regulatory T cells
17629,Regulatory T cells
17630,Regulatory T cells
17631,Regulatory T cells
17632,Int_Monocyte
17633,Regulatory T cells
17634,Regulatory T cells
17635,Regulatory T cells
17636,Regulatory T cells
17637,Int_Monocyte
17638,Regulatory T cells
17639,Regulatory T cells
17640,Regulatory T cells
17641,Regulatory T cells
17642,Regulatory T cells
17643,Int_Monocyte
17644,Regulatory T cells
17645,Regulatory T cells
17646,Regulatory T cells
17647,Regulatory T cells
17648,Int_Monocyte
17649,Int_Monocyte
17650,Int_Monocyte
17651,Regulatory T cells
17652,Regulatory T cells
17653,Regulatory T cells
17654,Regulatory T cells
17655,Regulatory T cells
17656,Int_Monocyte
17657,Regulatory T cells
17658,Regulatory T cells
17659,Regulatory T cells
17660,Naive CD8 T cells
17661,Regulatory T cells
17662,Regulatory T cells
17663,Regulatory T cells
17664,Regulatory T cells
17665,Regulatory T cells
17666,Regulatory T cells
17667,Regulatory T cells
17668,Regulatory T cells
17669,Regulatory T cells
17670,Regulatory T cells
17671,Regulatory T cells
17672,Regulatory T cells
17673,nonCI_Monocyte
17674,Regulatory T cells
17675,Regulatory T cells
17676,Int_Monocyte
17677,Regulatory T cells
17678,Regulatory T cells
17679,Int_Monocyte
17680,Int_Monocyte
17681,Int_Monocyte
17682,Regulatory T cells
17683,Regulatory T cells
17684,Regulatory T cells
17685,Memory CD8 T cells
17686,Regulatory T cells
17687,CD163n_Mac [M1]
17688,Regulatory T cells
17689,Regulatory T cells
17690,Memory CD8 T cells
17691,Int_Monocyte
17692,Regulatory T cells
17693,Int_Monocyte
17694,Regulatory T cells
17695,Memory CD8 T cells
17696,Regulatory T cells
17697,Regulatory T cells
17698,Int_Monocyte
17699,CD163n_Mac [M1]
17700,Memory CD8 T cells
17701,Regulatory T cells
17702,Int_Monocyte
17703,Regulatory T cells
17704,Regulatory T cells
17705,Regulatory T cells
17706,Memory T cells
17707,Regulatory T cells
17708,Regulatory T cells
17709,Regulatory T cells
17710,Regulatory T cells
17711,Regulatory T cells
17712,Regulatory T cells
17713,Regulatory T cells
17714,Regulatory T cells
17715,Regulatory T cells
17716,Regulatory T cells
17717,Regulatory T cells
17718,Naive CD4 T cells
17719,Int_Monocyte
17720,Regulatory T cells
17721,Regulatory T cells
17722,Regulatory T cells
17723,Regulatory T cells
17724,Regulatory T cells
17725,Regulatory T cells
17726,Regulatory T cells
17727,Regulatory T cells
17728,Regulatory T cells
17729,Regulatory T cells
17730,Regulatory T cells
17731,Memory CD8 T cells
17732,Regulatory T cells
17733,Int_Monocyte
17734,Int_Monocyte
17735,Regulatory T cells
17736,Regulatory T cells
17737,Int_Monocyte
17738,Int_Monocyte
17739,Int_Monocyte
17740,Regulatory T cells
17741,Regulatory T cells
17742,Regulatory T cells
17743,Regulatory T cells
17744,Naive B cells
17745,Memory T cells
17746,Int_Monocyte
17747,Int_Monocyte
17748,Regulatory T cells
17749,Regulatory T cells
17750,Memory CD8 T cells
17751,Regulatory T cells
17752,Int_Monocyte
17753,Regulatory T cells
17754,Int_Monocyte
17755,Fibroblasts
17756,Regulatory T cells
17757,Regulatory T cells
17758,Regulatory T cells
17759,Int_Monocyte
17760,Regulatory T cells
17761,Regulatory T cells
17762,Regulatory T cells
17763,Regulatory T cells
17764,Regulatory T cells
17765,B7H4+ cancer cells
17766,Regulatory T cells
17767,Regulatory T cells
17768,Regulatory T cells
17769,p53+ cells?
17770,Regulatory T cells
17771,Regulatory T cells
17772,Regulatory T cells
17773,Regulatory T cells
17774,Regulatory T cells
17775,Int_Monocyte
17776,Regulatory T cells
17777,Int_Monocyte
17778,Regulatory T cells
17779,Int_Monocyte
17780,CD163n_Mac [M1]
17781,Regulatory T cells
17782,Regulatory T cells
17783,Regulatory T cells
17784,Regulatory T cells
17785,Memory CD8 T cells
17786,Regulatory T cells
17787,Int_Monocyte
17788,Int_Monocyte
17789,Regulatory T cells
17790,Regulatory T cells
17791,Regulatory T cells
17792,Regulatory T cells
17793,Regulatory T cells
17794,Endothelial
17795,Regulatory T cells
17796,Regulatory T cells
17797,Regulatory T cells
17798,Regulatory T cells
17799,Regulatory T cells
17800,nonCI_Monocyte
17801,Regulatory T cells
17802,Regulatory T cells
17803,Regulatory T cells
17804,Regulatory T cells
17805,Regulatory T cells
17806,Regulatory T cells
17807,Regulatory T cells
17808,Regulatory T cells
17809,Regulatory T cells
17810,Regulatory T cells
17811,Int_Monocyte
17812,Int_Monocyte
17813,Int_Monocyte
17814,Int_Monocyte
17815,Regulatory T cells
17816,Endothelial
17817,Memory CD8 T cells
17818,NK and CD8 Tcell
17819,Regulatory T cells
17820,Int_Monocyte
17821,Regulatory T cells
17822,Regulatory T cells
17823,Regulatory T cells
17824,Naive CD8 T cells
17825,Int_Monocyte
17826,Int_Monocyte
17827,Memory T cells
17828,Endothelial
17829,CD163n_Mac [M1]
17830,Memory T cells
17831,Regulatory T cells
17832,Regulatory T cells
17833,Regulatory T cells
17834,Int_Monocyte
17835,Regulatory T cells
17836,NK and CD8 Tcell
17837,Regulatory T cells
17838,Regulatory T cells
17839,Regulatory T cells
17840,NK and CD8 Tcell
17841,Regulatory T cells
17842,Regulatory T cells
17843,Regulatory T cells
17844,Int_Monocyte
17845,Int_Monocyte
17846,Regulatory T cells
17847,Regulatory T cells
17848,Regulatory T cells
17849,Regulatory T cells
17850,Memory CD8 T cells
17851,Int_Monocyte
17852,Int_Monocyte
17853,Regulatory T cells
17854,Regulatory T cells
17855,Regulatory T cells
17856,Int_Monocyte
17857,Regulatory T cells
17858,Regulatory T cells
17859,Regulatory T cells
17860,Regulatory T cells
17861,Int_Monocyte
17862,Regulatory T cells
17863,Regulatory T cells
17864,Regulatory T cells
17865,Regulatory T cells
17866,Regulatory T cells
17867,Int_Monocyte
17868,Regulatory T cells
17869,Regulatory T cells
17870,Int_Monocyte
17871,CD163n_Mac [M1]
17872,Regulatory T cells
17873,Regulatory T cells
17874,CD163n_Mac [M1]
17875,Regulatory T cells
17876,nonCI_Monocyte
17877,Regulatory T cells
17878,Regulatory T cells
17879,Regulatory T cells
17880,Regulatory T cells
17881,Int_Monocyte
17882,Int_Monocyte
17883,Regulatory T cells
17884,Regulatory T cells
17885,Regulatory T cells
17886,Regulatory T cells
17887,Regulatory T cells
17888,CI_Monocyte
17889,Regulatory T cells
17890,Regulatory T cells
17891,Int_Monocyte
17892,Memory T cells
17893,Regulatory T cells
17894,Regulatory T cells
17895,Regulatory T cells
17896,Regulatory T cells
17897,Regulatory T cells
17898,Regulatory T cells
17899,Regulatory T cells
17900,Regulatory T cells
17901,Memory CD8 T cells
17902,Regulatory T cells
17903,Regulatory T cells
17904,Int_Monocyte
17905,Regulatory T cells
17906,Regulatory T cells
17907,CD163n_Mac [M1]
17908,Regulatory T cells
17909,Regulatory T cells
17910,Regulatory T cells
17911,Regulatory T cells
17912,Regulatory T cells
17913,Regulatory T cells
17914,Int_Monocyte
17915,Regulatory T cells
17916,Regulatory T cells
17917,Regulatory T cells
17918,Int_Monocyte
17919,Endothelial
17920,Int_Monocyte
17921,Regulatory T cells
17922,Regulatory T cells
17923,Regulatory T cells
17924,Regulatory T cells
17925,Regulatory T cells
17926,Regulatory T cells
17927,Regulatory T cells
17928,Regulatory T cells
17929,Regulatory T cells
17930,CD163n_Mac [M1]
17931,Regulatory T cells
17932,Regulatory T cells
17933,CI_Monocyte
17934,Regulatory T cells
17935,Regulatory T cells
17936,Regulatory T cells
17937,Regulatory T cells
17938,Int_Monocyte
17939,Regulatory T cells
17940,Int_Monocyte
17941,Memory T cells
17942,Regulatory T cells
17943,Regulatory T cells
17944,Regulatory T cells
17945,Int_Monocyte
17946,Regulatory T cells
17947,Regulatory T cells
17948,Regulatory T cells
17949,Int_Monocyte
17950,Int_Monocyte
17951,CD163n_Mac [M1]
17952,Regulatory T cells
17953,Regulatory T cells
17954,Regulatory T cells
17955,Regulatory T cells
17956,Regulatory T cells
17957,Regulatory T cells
17958,Regulatory T cells
17959,Regulatory T cells
17960,Regulatory T cells
17961,Regulatory T cells
17962,Int_Monocyte
17963,Regulatory T cells
17964,Regulatory T cells
17965,Regulatory T cells
17966,Regulatory T cells
17967,Regulatory T cells
17968,Memory T cells
17969,Int_Monocyte
17970,Regulatory T cells
17971,Regulatory T cells
17972,Regulatory T cells
17973,Regulatory T cells
17974,Regulatory T cells
17975,Memory T cells
17976,Regulatory T cells
17977,Regulatory T cells
17978,Regulatory T cells
17979,nonCI_Monocyte
17980,Memory CD8 T cells
17981,Regulatory T cells
17982,Regulatory T cells
17983,Regulatory T cells
17984,Naive CD8 T cells
17985,Regulatory T cells
17986,Regulatory T cells
17987,Regulatory T cells
17988,Int_Monocyte
17989,Memory T cells
17990,Int_Monocyte
17991,Int_Monocyte
17992,Int_Monocyte
17993,Regulatory T cells
17994,CD163n_Mac [M1]
17995,Int_Monocyte
17996,Regulatory T cells
17997,Regulatory T cells
17998,Regulatory T cells
17999,Int_Monocyte
18000,Regulatory T cells
18001,Regulatory T cells
18002,Int_Monocyte
18003,Regulatory T cells
18004,Regulatory T cells
18005,Regulatory T cells
18006,Neutrophil&monocyte
18007,Regulatory T cells
18008,Regulatory T cells
18009,Regulatory T cells
18010,Int_Monocyte
18011,Regulatory T cells
18012,Memory CD8 T cells
18013,Regulatory T cells
18014,Int_Monocyte
18015,Int_Monocyte
18016,Regulatory T cells
18017,Regulatory T cells
18018,Int_Monocyte
18019,Naive CD8 T cells
18020,Regulatory T cells
18021,Regulatory T cells
18022,Regulatory T cells
18023,CI_Monocyte
18024,Regulatory T cells
18025,Regulatory T cells
18026,Regulatory T cells
18027,Regulatory T cells
18028,Regulatory T cells
18029,Int_Monocyte
18030,Regulatory T cells
18031,Regulatory T cells
18032,Int_Monocyte
18033,Int_Monocyte
18034,Regulatory T cells
18035,Regulatory T cells
18036,Regulatory T cells
18037,Int_Monocyte
18038,Int_Monocyte
18039,Regulatory T cells
18040,Regulatory T cells
18041,Regulatory T cells
18042,Int_Monocyte
18043,Int_Monocyte
18044,Regulatory T cells
18045,Regulatory T cells
18046,Int_Monocyte
18047,Int_Monocyte
18048,CD163n_Mac [M1]
18049,Memory T cells
18050,Int_Monocyte
18051,Regulatory T cells
18052,Int_Monocyte
18053,Memory T cells
18054,Int_Monocyte
18055,Regulatory T cells
18056,Regulatory T cells
18057,Endothelial
18058,Regulatory T cells
18059,Naive CD8 T cells
18060,Regulatory T cells
18061,Int_Monocyte
18062,CD163p_Mac [M2]
18063,Regulatory T cells
18064,Regulatory T cells
18065,Regulatory T cells
18066,Regulatory T cells
18067,Regulatory T cells
18068,Regulatory T cells
18069,Int_Monocyte
18070,Int_Monocyte
18071,Regulatory T cells
18072,Regulatory T cells
18073,Regulatory T cells
18074,Naive CD8 T cells
18075,Unknown
18076,Int_Monocyte
18077,Int_Monocyte
18078,Regulatory T cells
18079,Int_Monocyte
18080,Regulatory T cells
18081,Regulatory T cells
18082,Regulatory T cells
18083,Regulatory T cells
18084,CD163n_Mac [M1]
18085,Regulatory T cells
18086,Regulatory T cells
18087,Naive CD8 T cells
18088,Regulatory T cells
18089,Regulatory T cells
18090,Memory B cells
18091,Int_Monocyte
18092,Int_Monocyte
18093,Int_Monocyte
18094,Regulatory T cells
18095,Int_Monocyte
18096,Regulatory T cells
18097,Regulatory T cells
18098,Regulatory T cells
18099,Regulatory T cells
18100,Regulatory T cells
18101,Regulatory T cells
18102,Regulatory T cells
18103,Int_Monocyte
18104,Regulatory T cells
18105,Int_Monocyte
18106,Int_Monocyte
18107,Regulatory T cells
18108,Int_Monocyte
18109,Int_Monocyte
18110,Int_Monocyte
18111,Regulatory T cells
18112,Regulatory T cells
18113,Int_Monocyte
18114,Regulatory T cells
18115,Int_Monocyte
18116,Regulatory T cells
18117,Int_Monocyte
18118,Naive CD8 T cells
18119,Regulatory T cells
18120,CD163n_Mac [M1]
18121,Memory CD8 T cells
18122,Regulatory T cells
18123,Regulatory T cells
18124,Regulatory T cells
18125,Int_Monocyte
18126,Regulatory T cells
18127,Regulatory T cells
18128,Int_Monocyte
18129,Regulatory T cells
18130,Int_Monocyte
18131,Int_Monocyte
18132,Regulatory T cells
18133,Regulatory T cells
18134,Regulatory T cells
18135,Regulatory T cells
18136,Int_Monocyte
18137,Regulatory T cells
18138,Regulatory T cells
18139,Regulatory T cells
18140,Regulatory T cells
18141,Memory CD8 T cells
18142,Regulatory T cells
18143,Regulatory T cells
18144,Regulatory T cells
18145,Regulatory T cells
18146,Regulatory T cells
18147,Regulatory T cells
18148,Regulatory T cells
18149,Int_Monocyte
18150,Int_Monocyte
18151,Regulatory T cells
18152,Int_Monocyte
18153,Int_Monocyte
18154,Memory CD8 T cells
18155,Memory CD8 T cells
18156,Int_Monocyte
18157,Int_Monocyte
18158,Regulatory T cells
18159,Regulatory T cells
18160,Int_Monocyte
18161,Regulatory T cells
18162,Int_Monocyte
18163,Int_Monocyte
18164,Regulatory T cells
18165,Regulatory T cells
18166,Regulatory T cells
18167,Regulatory T cells
18168,Int_Monocyte
18169,Endothelial
18170,Regulatory T cells
18171,Int_Monocyte
18172,Regulatory T cells
18173,Regulatory T cells
18174,Int_Monocyte
18175,Regulatory T cells
18176,Int_Monocyte
18177,Regulatory T cells
18178,Endothelial
18179,Regulatory T cells
18180,Regulatory T cells
18181,Regulatory T cells
18182,Int_Monocyte
18183,Int_Monocyte
18184,Regulatory T cells
18185,Int_Monocyte
18186,Int_Monocyte
18187,Int_Monocyte
18188,Int_Monocyte
18189,Regulatory T cells
18190,Regulatory T cells
18191,Regulatory T cells
18192,Int_Monocyte
18193,Int_Monocyte
18194,Regulatory T cells
18195,Int_Monocyte
18196,Int_Monocyte
18197,Regulatory T cells
18198,Memory T cells
18199,Regulatory T cells
18200,Int_Monocyte
18201,Int_Monocyte
18202,Regulatory T cells
18203,Int_Monocyte
18204,Regulatory T cells
18205,Int_Monocyte
18206,Regulatory T cells
18207,Naive CD8 T cells
18208,Regulatory T cells
18209,Int_Monocyte
18210,Regulatory T cells
18211,Regulatory T cells
18212,Int_Monocyte
18213,Endothelial
18214,Regulatory T cells
18215,Regulatory T cells
18216,Naive CD8 T cells
18217,Int_Monocyte
18218,Int_Monocyte
18219,Int_Monocyte
18220,Int_Monocyte
18221,Regulatory T cells
18222,Regulatory T cells
18223,Regulatory T cells
18224,Regulatory T cells
18225,Regulatory T cells
18226,Int_Monocyte
18227,Endothelial
18228,Regulatory T cells
18229,Regulatory T cells
18230,Regulatory T cells
18231,Regulatory T cells
18232,Regulatory T cells
18233,Int_Monocyte
18234,Regulatory T cells
18235,Regulatory T cells
18236,Regulatory T cells
18237,Regulatory T cells
18238,Regulatory T cells
18239,Regulatory T cells
18240,Regulatory T cells
18241,Regulatory T cells
18242,Regulatory T cells
18243,Int_Monocyte
18244,Regulatory T cells
18245,Int_Monocyte
18246,Int_Monocyte
18247,Regulatory T cells
18248,Regulatory T cells
18249,Memory CD8 T cells
18250,Regulatory T cells
18251,Regulatory T cells
18252,Regulatory T cells
18253,Int_Monocyte
18254,Int_Monocyte
18255,Int_Monocyte
18256,Regulatory T cells
18257,Regulatory T cells
18258,Regulatory T cells
18259,Int_Monocyte
18260,Regulatory T cells
18261,Int_Monocyte
18262,Memory T cells
18263,Int_Monocyte
18264,Int_Monocyte
18265,Regulatory T cells
18266,Regulatory T cells
18267,Unknown
18268,Int_Monocyte
18269,Regulatory T cells
18270,nonCI_Monocyte
18271,Endothelial
18272,Int_Monocyte
18273,Regulatory T cells
18274,Endothelial
18275,Regulatory T cells
18276,Regulatory T cells
18277,Regulatory T cells
18278,Int_Monocyte
18279,Regulatory T cells
18280,Regulatory T cells
18281,Regulatory T cells
18282,Regulatory T cells
18283,Regulatory T cells
18284,Endothelial
18285,Regulatory T cells
18286,Int_Monocyte
18287,Int_Monocyte
18288,Int_Monocyte
18289,Int_Monocyte
18290,Regulatory T cells
18291,Regulatory T cells
18292,Regulatory T cells
18293,Naive CD8 T cells
18294,Regulatory T cells
18295,Regulatory T cells
18296,Naive CD8 T cells
18297,Int_Monocyte
18298,Int_Monocyte
18299,Regulatory T cells
18300,Int_Monocyte
18301,Regulatory T cells
18302,Regulatory T cells
18303,Int_Monocyte
18304,Unknown
18305,Int_Monocyte
18306,Regulatory T cells
18307,Regulatory T cells
18308,Int_Monocyte
18309,Regulatory T cells
18310,Regulatory T cells
18311,Int_Monocyte
18312,Regulatory T cells
18313,Int_Monocyte
18314,Int_Monocyte
18315,Regulatory T cells
18316,Regulatory T cells
18317,Regulatory T cells
18318,CD163n_Mac [M1]
18319,Regulatory T cells
18320,Int_Monocyte
18321,Regulatory T cells
18322,Regulatory T cells
18323,Int_Monocyte
18324,Regulatory T cells
18325,Regulatory T cells
18326,Regulatory T cells
18327,Int_Monocyte
18328,Int_Monocyte
18329,Regulatory T cells
18330,Int_Monocyte
18331,Regulatory T cells
18332,Naive CD8 T cells
18333,Regulatory T cells
18334,Int_Monocyte
18335,Regulatory T cells
18336,Int_Monocyte
18337,Regulatory T cells
18338,Regulatory T cells
18339,Int_Monocyte
18340,Regulatory T cells
18341,Int_Monocyte
18342,Regulatory T cells
18343,Regulatory T cells
18344,Regulatory T cells
18345,Regulatory T cells
18346,Regulatory T cells
18347,Regulatory T cells
18348,Int_Monocyte
18349,Regulatory T cells
18350,Endothelial
18351,Regulatory T cells
18352,Fibroblasts
18353,Int_Monocyte
18354,Regulatory T cells
18355,Regulatory T cells
18356,Memory CD8 T cells
18357,Int_Monocyte
18358,Int_Monocyte
18359,Regulatory T cells
18360,Regulatory T cells
18361,Regulatory T cells
18362,Regulatory T cells
18363,Regulatory T cells
18364,Int_Monocyte
18365,Regulatory T cells
18366,Int_Monocyte
18367,Regulatory T cells
18368,NK and CD8 Tcell
18369,Int_Monocyte
18370,Regulatory T cells
18371,Regulatory T cells
18372,Int_Monocyte
18373,Regulatory T cells
18374,Regulatory T cells
18375,Neutrophil&monocyte
18376,Regulatory T cells
18377,Regulatory T cells
18378,Regulatory T cells
18379,Int_Monocyte
18380,Regulatory T cells
18381,Regulatory T cells
18382,Int_Monocyte
18383,Regulatory T cells
18384,Memory T cells
18385,Regulatory T cells
18386,Regulatory T cells
18387,Memory CD8 T cells
18388,Int_Monocyte
18389,Int_Monocyte
18390,Regulatory T cells
18391,Int_Monocyte
18392,Int_Monocyte
18393,Memory CD8 T cells
18394,Regulatory T cells
18395,Regulatory T cells
18396,Regulatory T cells
18397,Regulatory T cells
18398,Regulatory T cells
18399,Regulatory T cells
18400,Regulatory T cells
18401,Int_Monocyte
18402,Regulatory T cells
18403,Regulatory T cells
18404,Regulatory T cells
18405,Regulatory T cells
18406,Int_Monocyte
18407,Memory CD8 T cells
18408,Regulatory T cells
18409,Int_Monocyte
18410,Regulatory T cells
18411,Regulatory T cells
18412,Regulatory T cells
18413,Int_Monocyte
18414,Int_Monocyte
18415,Int_Monocyte
18416,Regulatory T cells
18417,Regulatory T cells
18418,Int_Monocyte
18419,CD163n_Mac [M1]
18420,Regulatory T cells
18421,Int_Monocyte
18422,Regulatory T cells
18423,Regulatory T cells
18424,Regulatory T cells
18425,Regulatory T cells
18426,Regulatory T cells
18427,Regulatory T cells
18428,Regulatory T cells
18429,Regulatory T cells
18430,Regulatory T cells
18431,Int_Monocyte
18432,Regulatory T cells
18433,Int_Monocyte
18434,Int_Monocyte
18435,Int_Monocyte
18436,Regulatory T cells
18437,Int_Monocyte
18438,Naive CD8 T cells
18439,Int_Monocyte
18440,Regulatory T cells
18441,Int_Monocyte
18442,Int_Monocyte
18443,Int_Monocyte
18444,Int_Monocyte
18445,nonCI_Monocyte
18446,Regulatory T cells
18447,Regulatory T cells
18448,Int_Monocyte
18449,Regulatory T cells
18450,Regulatory T cells
18451,Regulatory T cells
18452,Regulatory T cells
18453,Regulatory T cells
18454,Regulatory T cells
18455,Naive CD8 T cells
18456,Int_Monocyte
18457,Int_Monocyte
18458,Regulatory T cells
18459,Regulatory T cells
18460,Regulatory T cells
18461,Regulatory T cells
18462,Regulatory T cells
18463,Regulatory T cells
18464,Regulatory T cells
18465,Regulatory T cells
18466,Regulatory T cells
18467,Regulatory T cells
18468,Int_Monocyte
18469,Naive CD8 T cells
18470,Regulatory T cells
18471,Regulatory T cells
18472,Int_Monocyte
18473,Memory CD8 T cells
18474,Int_Monocyte
18475,Int_Monocyte
18476,Regulatory T cells
18477,Int_Monocyte
18478,Endothelial
18479,Regulatory T cells
18480,Regulatory T cells
18481,Memory CD8 T cells
18482,Regulatory T cells
18483,Regulatory T cells
18484,Int_Monocyte
18485,Int_Monocyte
18486,Int_Monocyte
18487,Regulatory T cells
18488,Regulatory T cells
18489,Int_Monocyte
18490,Regulatory T cells
18491,Int_Monocyte
18492,Regulatory T cells
18493,Int_Monocyte
18494,Int_Monocyte
18495,Int_Monocyte
18496,Int_Monocyte
18497,Regulatory T cells
18498,Regulatory T cells
18499,Regulatory T cells
18500,Regulatory T cells
18501,Regulatory T cells
18502,Int_Monocyte
18503,Regulatory T cells
18504,Regulatory T cells
18505,Regulatory T cells
18506,Regulatory T cells
18507,Regulatory T cells
18508,Memory T cells
18509,Int_Monocyte
18510,Int_Monocyte
18511,Int_Monocyte
18512,Regulatory T cells
18513,Regulatory T cells
18514,Int_Monocyte
18515,Int_Monocyte
18516,Regulatory T cells
18517,Regulatory T cells
18518,Regulatory T cells
18519,Regulatory T cells
18520,Regulatory T cells
18521,Regulatory T cells
18522,Regulatory T cells
18523,Int_Monocyte
18524,Regulatory T cells
18525,Int_Monocyte
18526,Memory CD8 T cells
18527,Regulatory T cells
18528,Regulatory T cells
18529,Regulatory T cells
18530,Int_Monocyte
18531,Regulatory T cells
18532,Int_Monocyte
18533,Regulatory T cells
18534,Int_Monocyte
18535,CD163n_Mac [M1]
18536,Int_Monocyte
18537,Int_Monocyte
18538,Regulatory T cells
18539,Regulatory T cells
18540,Int_Monocyte
18541,Regulatory T cells
18542,Int_Monocyte
18543,Int_Monocyte
18544,Regulatory T cells
18545,Regulatory T cells
18546,Regulatory T cells
18547,Regulatory T cells
18548,Int_Monocyte
18549,Unknown
18550,Regulatory T cells
18551,Int_Monocyte
18552,Regulatory T cells
18553,Regulatory T cells
18554,Regulatory T cells
18555,Int_Monocyte
18556,Memory CD8 T cells
18557,Regulatory T cells
18558,Regulatory T cells
18559,Memory B cells
18560,Regulatory T cells
18561,Regulatory T cells
18562,Regulatory T cells
18563,Regulatory T cells
18564,Regulatory T cells
18565,Naive CD8 T cells
18566,Int_Monocyte
18567,Int_Monocyte
18568,Regulatory T cells
18569,Regulatory T cells
18570,Regulatory T cells
18571,Int_Monocyte
18572,Int_Monocyte
18573,Regulatory T cells
