CD38,EGFR,p53,CD14,Tbet,CD16,CD163,Pan-keratin,CD11b,PD-L1,CD107a,CD45,CD44,CD366,FOXP3,CD4,E-Cadherin,CD68,HLA-DR-DQ-DP,CD20,CD8a,VEGF,PD-1,Beta-Catenin,B7-H4,Granzyme-B,Ki-67,Collage-Type_I,CD3,CD27,PD-L2,CD45RO,Alpha-SMA,Vimentin,CD31,DNA1,DNA2
0.06163401390277433,0.1508869074477046,0.05214061461890458,0.1556743598403952,0.08265370434709517,0.05284052440411225,0.025994506058442297,0.1834446566393858,0.22077469568080416,0.058131206712557906,0.21497220329172687,0.17261048776406487,0.1869679376094514,0.2786453222346729,0.04512026827110071,0.14363101639856732,0.22371491788012016,0.08004251246457558,0.08980645956361273,0.010152086341776518,0.17733218836170742,0.23206507450650277,0.06181949832681862,0.05865331100101852,0.19094703406053673,0.15849674732434202,0.061345053840016386,0.15603077285783315,0.13271500797006122,0.06749286333199984,0.0746366128589819,0.1165416675458021,0.13223502157653033,0.201036213946174,0.0458263920595318,0.2866849884871375,0.3767950740600172
0.04763861845171707,0.04518451102226155,0.038425649338897826,0.21054305692310402,0.04621037017097821,0.12681626427396311,0.17091585924721106,0.03809075041915662,0.11376304807120227,0.04098687149575378,0.24163480678107593,0.16769325583339664,0.10522929387972052,0.15762321888482106,0.034843176519208346,0.1376061975921202,0.10102395239470043,0.2739260922215728,0.32083864508951115,0.01004821166670061,0.10549357393619127,0.1427702585554583,0.035509140469799826,0.03860131506013297,0.12640705119314063,0.11210637418194903,0.03511913280658189,0.2862487598784698,0.08109346896097382,0.04211404400157555,0.04426514475936123,0.15663572162591646,0.14740646313782382,0.25068490325361364,0.07424503177481026,0.283505366650941,0.3552731397160305
0.04280184692275342,0.045444549765573834,0.03307854724354517,0.10960703877621722,0.034393992369766986,0.06169286555859276,0.06875871790289001,0.032742506854124345,0.09676761765555804,0.033075465245149115,0.15620437913687404,0.1449185277476357,0.1509077105737905,0.16368078071860315,0.02277611121388653,0.10870759780895872,0.06801159448018969,0.18807406157314757,0.3396393947747213,0.009896349581570825,0.11038572494939732,0.10972117924005494,0.02236676794768365,0.02521019792940039,0.09434880089978613,0.09444495328376849,0.02198172294321927,0.2840206658160193,0.07430410377447388,0.039062165173484265,0.03170977024957733,0.13388184682472803,0.19768056697994407,0.4357789974412541,0.0609223172714558,0.2872446594077376,0.36247600086577925
0.07926026526138726,0.07287928729969723,0.05313620989549014,0.19384757010298367,0.0915186944218656,0.08097490387558932,0.0567937409064117,0.06952476099306684,0.20994429251695726,0.07186826511357956,0.11237004914205033,0.19099820613568588,0.07544738628002855,0.24056023072883348,0.06666850507045137,0.15824115441667658,0.2829313444327304,0.14947868635642145,0.11132992245795072,0.01309910992265535,0.17844968247168577,0.25130922992220944,0.07584238535350409,0.07810456101142689,0.21581465132575178,0.21726385244256832,0.07212273722914087,0.18807913433730764,0.14326047133419742,0.08161532946277057,0.08501412208698902,0.13098739796472217,0.12270555405544997,0.4214141390338275,0.06994662327127979,0.15715240676451797,0.21353703028087154
0.060838945031144794,0.05423687950446744,0.04315692935240455,0.19612742957301169,0.0659232435402362,0.09626693773597424,0.0816145515824296,0.046889546816092906,0.1435998335292156,0.05590389298806672,0.14584373020510563,0.17451699521353484,0.08163386970967539,0.1789352382214267,0.05579528387353689,0.1302348234966937,0.1968599751759819,0.17967882511303795,0.1690990828948344,0.009272968497566203,0.12651027153304029,0.19440056378262205,0.060840764233564056,0.05011700836893301,0.15993198220491972,0.15419259080055847,0.10764201770017198,0.19840089004196546,0.10860761567301219,0.05796032521384879,0.06485962148182182,0.20032088734581302,0.12396261926572244,0.26490322751155965,0.07127216869414846,0.36574939066955114,0.4439457496955987
0.0706505598292596,0.06469033042496909,0.04906927101122599,0.14767399356697428,0.0889289452793302,0.06170460161209817,0.03650323540515879,0.04949078708330697,0.17928737871425032,0.067630479675667,0.07417023524589028,0.16475791058616707,0.046488883928141204,0.2071678999699517,0.07052323360782167,0.134531434756301,0.23383700017180734,0.12030299781365936,0.072152798863033,0.010794514605472573,0.15441994776168141,0.23141775080246604,0.08511475140107312,0.065703888478424,0.18878006759381297,0.17573824699540677,0.13981814280863347,0.11996228881563897,0.12807997911673066,0.07157185383481643,0.08349572584233471,0.26385206914231707,0.12198076327176485,0.27229000081736704,0.060136743125984944,0.36137157507665457,0.4426239691108802
0.07013746100521562,0.13293918590763631,0.04833022793020056,0.13116385628414773,0.07259829097729303,0.04733878608505029,0.02273367310060024,0.09885898009068271,0.1921626035663769,0.05189264955824754,0.18992545559418758,0.15582184909762753,0.11237325591999768,0.23813392985496992,0.036983268700181364,0.12351421610661713,0.18008512439354227,0.07280155083154975,0.07383441815165531,0.008787832858387504,0.15953583940653596,0.20150255949170773,0.054867754659276236,0.0487827085730516,0.16234138782088592,0.13919381596009328,0.05548311614933401,0.1240865693078653,0.11485352771222058,0.05745383137213806,0.06477669195165348,0.13319520862509202,0.1444073628563985,0.3069841599437321,0.045250432702309794,0.3792235278769201,0.474861916537213
0.06082370107227073,0.11067524075374652,0.04833413518501324,0.12214173974010456,0.06316455557860699,0.042929264659813254,0.022597277981914105,0.1220634777893118,0.17803554241297417,0.04710753248696765,0.1780798356622852,0.14893394210775168,0.14942466635328025,0.225966457943251,0.034162737799388304,0.11456106495867711,0.15164300924595386,0.06860656914134235,0.1088750052641443,0.008766837986043137,0.15879295071505292,0.18867466100913569,0.0473325166287157,0.045365551590328304,0.14898694091158068,0.12478644363113062,0.05801023735468791,0.32135630181838326,0.11480825325804284,0.05608541858454807,0.05772383332627342,0.1458385313936054,0.2040627132801628,0.24701208140768632,0.043143241515261464,0.3385567463435477,0.43044917761294876
0.06308793137234574,0.09486274059281735,0.048044747728579376,0.12082751134163339,0.05647003158230081,0.049442168310319015,0.028993574318522005,0.10372430506789712,0.16753831984331596,0.046138018334832054,0.14581395557234275,0.1432310667464921,0.12527030221620938,0.20994722319828032,0.03280688401229168,0.1103899043268674,0.13494797777192394,0.0730058953865846,0.3313286286550523,0.013463079729717555,0.1452690322713559,0.16654527477715952,0.04039527978870558,0.041516899313649026,0.13617286753963243,0.11097736993354287,0.060131313658295556,0.22985488534547938,0.09320115767717657,0.04737424830535837,0.05020024835626596,0.15703869609272267,0.19840926383406715,0.26587639726950346,0.04416507703315778,0.3448467799587037,0.43177358667111654
0.07880260439414369,0.06943940931905215,0.058166026401360156,0.16676649345777622,0.08942022773819874,0.065492131509869,0.040517944936320945,0.057731919576180145,0.20959534800353272,0.07222064363244703,0.07964375974203917,0.1745503816424502,0.050055813315011424,0.2201919034986616,0.07047264712921097,0.13703405849324363,0.22585024873584564,0.11385400354967266,0.0790018642219022,0.013732599826647486,0.1704978190474114,0.22554983692998626,0.07898448230369234,0.07657392802061581,0.19411646454729872,0.21772366976805138,0.11994010729122129,0.1261075644667635,0.12673220533055476,0.07483598137708074,0.08032890154486093,0.22799258944242348,0.12960883855144786,0.4054097110991128,0.06919990432837386,0.29021466503301185,0.35395902341164637
0.07133948814942527,0.06256216064055407,0.04954333608428108,0.1703153915563589,0.06250889605514333,0.06921761632441513,0.05852648956173387,0.04416215694221469,0.1573971806187937,0.0573713830485425,0.1588620885533494,0.15427528430679388,0.08728060836440411,0.19306001757172606,0.05100258771188577,0.11724699039986419,0.13778911282384687,0.12745237176672225,0.11172988465194157,0.010466999186651492,0.13517939822526284,0.1966661913370753,0.058714583750913325,0.06691882244169199,0.1568770697232124,0.22402428362106572,0.06621121362741551,0.20160334962947907,0.10314443508886736,0.056658050666459014,0.06307088800000685,0.14231752395324282,0.4137616312586515,0.34009575050130014,0.1458506587077337,0.25103692841529834,0.311512949014051
0.05366852757383101,0.05243431170694815,0.049595898750196876,0.22733397050959064,0.0474990463907136,0.11102691193761607,0.0907343367477615,0.03299653849414017,0.11697582397549901,0.0444542490480633,0.17878889512499282,0.1645537366413848,0.10048679036191721,0.16435926127759576,0.038914416633884494,0.11714231567771662,0.10738610837354108,0.16248461200820022,0.20249948426067146,0.007689869906196157,0.10271846924656798,0.16043095145609562,0.041084898723574466,0.048315206545400606,0.12633882595927173,0.15727457375868148,0.04874917975685701,0.330257325120408,0.08013629051120869,0.041546340342939136,0.04857431478811383,0.14985599852339634,0.319348172462215,0.26480053025231054,0.1001639917141418,0.28667530625905885,0.35745448398467033
0.054951230400698395,0.055488336739298226,0.04346004067398404,0.2618370621614227,0.06261668754517621,0.15049995968135182,0.12608548508339965,0.0494863854474846,0.14440477214179673,0.051547392300069696,0.18952453676691441,0.1954723965018153,0.09520422539634284,0.19724871138407393,0.04916292068764724,0.15336412347249687,0.18211470869641957,0.20097405923540168,0.27530718576384117,0.011028014727762691,0.12743966470693432,0.19293695716578785,0.04880616591364195,0.06089290594362757,0.15858662007319585,0.15733737929644082,0.05048635476308342,0.3480666168239999,0.10779038852928022,0.055974429173725124,0.06089821203478256,0.1489525162788199,0.16466448070350556,0.2972139000630289,0.08954034047770071,0.16442451087654422,0.22125957257326137
0.04222397491126442,0.04769906573037785,0.035168128804526695,0.08415706743174341,0.03348228136287977,0.04622938443432133,0.030556331510646982,0.03176329507101855,0.08726048471061708,0.030406667679489963,0.12269053892848254,0.11887470946653313,0.12179411111976646,0.1602488402426176,0.019433535615856572,0.07872390367673351,0.05749974374898653,0.07023480861465164,0.12491298838264495,0.006061141499595573,0.10710256878511479,0.1061685052427663,0.021451444684390107,0.023626926713897926,0.08052454361541929,0.0881984191537906,0.02887702670343259,0.3241709005435561,0.07853324729924574,0.03844469610356024,0.02981271156833446,0.12979982706838508,0.22773525417200463,0.46369642814415757,0.0484480970263795,0.3652203833389453,0.45450480812079613
0.06673255534382261,0.06500955813490567,0.050041456978622036,0.09347255372030233,0.04428220968256117,0.038368466048541945,0.027544625935761274,0.06830365318005296,0.09673815030217216,0.05279394198360053,0.12031431543759658,0.08993819889495037,0.09217278139560461,0.18421935882445337,0.025263361923605534,0.06968571367132823,0.06984682839073925,0.05578061866525977,0.07503161823859959,0.0068803986062096235,0.09067903434277455,0.10914842755205319,0.02854766256668006,0.030683473840805265,0.09635117301472296,0.10988094416291969,0.022991894135639762,0.18192785255828767,0.062196423641444905,0.037320344263049365,0.04402261313507022,0.1126084536694149,0.5750642991406911,0.3858856163261122,0.12381542908625344,0.2817455790297289,0.3493923466331681
0.04492733893162262,0.051167210557255496,0.039375724056653696,0.06779252359917366,0.032384717910554695,0.0281037736438053,0.018372870151204472,0.03532730145999052,0.07558016169811503,0.03443468670566241,0.11742207559571072,0.07096663606796792,0.08964801984267666,0.1458685228732706,0.017975321354122754,0.058114253681504136,0.05115552260812328,0.05063507756121499,0.07156252668693813,0.004740318333732947,0.07148092416713626,0.09722572131206779,0.020343181587787765,0.02318221306157745,0.07362452413608406,0.08960784765657401,0.02187359164418489,0.3903812207460864,0.05596225749284309,0.029137781511950542,0.030955547036359533,0.0744072134721831,0.48477371136492287,0.4881550142938007,0.05517309589558959,0.2592389889226992,0.3365591891847663
0.07083569162298159,0.07100172280154964,0.05131411684212892,0.17696369964922462,0.09666836391145353,0.07486712488866269,0.046770724632684973,0.06230447697599974,0.1958473953946236,0.07341402383382656,0.09733022529448336,0.18518601721200825,0.06614060178454356,0.23126946232811585,0.07464850529583762,0.1535647742047156,0.2809878440519161,0.14984963937378676,0.0970764677716694,0.012230531304028878,0.1727703875294105,0.25692994405564556,0.08899342275422832,0.0762904636106631,0.21691207378332858,0.19334405769850332,0.10237206391614302,0.1620112283274365,0.14316252378293373,0.0800029672640503,0.09070426907651664,0.20249586100509345,0.12421369719702809,0.29013154473697383,0.06411928503205219,0.277566926316549,0.3532164113998482
0.06464603020563604,0.05600776992048424,0.044070284869387404,0.13367471821526847,0.06881536873967942,0.055214620467561495,0.032753917868301785,0.04463576888943977,0.14324587890899798,0.05784114632599932,0.07319579410910051,0.1378829625340889,0.04351463153938268,0.16753672523396296,0.05810962745580158,0.10379803335841892,0.20121955748487688,0.11441136980659046,0.06420203076893112,0.008354914810412081,0.125365326715794,0.19714895216633677,0.07025713739650952,0.04760992566139499,0.15852696151853637,0.14370089466564037,0.17176214188270156,0.11077432921029784,0.10141039154612823,0.054691095283373875,0.06756485807740793,0.23054394160848704,0.1055761850952909,0.2325728530513876,0.054983804888665264,0.4457384912461974,0.5324979436414441
0.06499379176901038,0.12515229878386164,0.06406631766824536,0.13206991781875904,0.07462482691427016,0.048350668440766575,0.02240288427016326,0.15021868446992273,0.19703895610454622,0.05345507993949084,0.17104476635013452,0.15372893555969808,0.12951362236266464,0.24346019789632733,0.039267387668557405,0.12236589128692271,0.16365149332894596,0.0638068053121126,0.0853731458544257,0.00881160662035118,0.15627105414707754,0.20226102397400283,0.05659094677153699,0.04916683522901455,0.16039174371367576,0.13818849711531667,0.0995270178820423,0.12198890636773888,0.11262279855394121,0.0560922623065016,0.0648439020561234,0.16584796070321858,0.16703985870392563,0.16285381348070835,0.04440084225983615,0.4024667592752699,0.4988461959525107
0.06792999757049319,0.06586449962572152,0.05133540424079379,0.203712685458997,0.07943874855033826,0.11180058603458208,0.11240911401081012,0.05950208045274237,0.18855703639111415,0.06454406251231312,0.1661373760506786,0.18846952348720225,0.08260853008526448,0.21581292157890697,0.05876041004663153,0.15179299994579673,0.21327991733600368,0.18993795888613382,0.2016714749422896,0.013501101207753467,0.15840954927525222,0.21178101091955365,0.06661980656708064,0.06872358647039783,0.18287752024559029,0.190950638251051,0.08105898656509782,0.1757037465077721,0.12240237879615293,0.07042964113066125,0.07326516883470172,0.17802815039196107,0.12535696394519183,0.3695163879206262,0.08058712488349919,0.24341078138118005,0.30491311582227654
