cell_som_cluster,pixel_meta_cluster_rename_B7H4,pixel_meta_cluster_rename_BetaCat,pixel_meta_cluster_rename_CD107a,pixel_meta_cluster_rename_CD11b,pixel_meta_cluster_rename_CD14 + CD16 + CD163,pixel_meta_cluster_rename_CD16,pixel_meta_cluster_rename_CD163,pixel_meta_cluster_rename_CD20,pixel_meta_cluster_rename_CD3,pixel_meta_cluster_rename_CD31,pixel_meta_cluster_rename_CD31 + GzmB*,pixel_meta_cluster_rename_CD366 + CD44,pixel_meta_cluster_rename_CD366 + GzmB,pixel_meta_cluster_rename_CD4 + CD3,pixel_meta_cluster_rename_CD4 + CD366,pixel_meta_cluster_rename_CD4 + CD45RO,pixel_meta_cluster_rename_CD44,pixel_meta_cluster_rename_CD45,pixel_meta_cluster_rename_CD45RO,pixel_meta_cluster_rename_CD68,pixel_meta_cluster_rename_CD68 + CD11b + CD45 + CD45RO + GzmB,pixel_meta_cluster_rename_CD8 + Ecad,pixel_meta_cluster_rename_CD8a,pixel_meta_cluster_rename_CD8a + ECad*,pixel_meta_cluster_rename_ECad,pixel_meta_cluster_rename_ECad + B7H4 + BetaCat + PanCK,pixel_meta_cluster_rename_ECad + aSMA,pixel_meta_cluster_rename_ECad*,pixel_meta_cluster_rename_FoxP3,pixel_meta_cluster_rename_FoxP3 + ECad + PanCK,pixel_meta_cluster_rename_HLA,pixel_meta_cluster_rename_HLA + CD4,pixel_meta_cluster_rename_HLA + CD68,pixel_meta_cluster_rename_HLA + Ecad,pixel_meta_cluster_rename_PanCK + CD20,pixel_meta_cluster_rename_Vim + GzmB,pixel_meta_cluster_rename_Vim + GzmB + CD31 + aSMA,pixel_meta_cluster_rename_Vim + GzmB + aSMA,pixel_meta_cluster_rename_aSMA,pixel_meta_cluster_rename_aSMA + Vim,count,cell_meta_cluster,cell_meta_cluster_rename
66,0.0057814376842981,0.0018015121871318,3.957871670355714e-05,0.007410634033516,0.0208848590182622,0.0111668763359481,0.0120410229370741,0.0085433815119351,0.031979956266286,0.00380524337305,0.031399096961905,0.008014017012193,0.0021584739590074,0.5260737375439148,0.0246428089094284,0.0290866060343901,0.0070160076775419,0.0033260802496751,0.0028668319739214,0.0288244831514103,0.0033218961236506,0.0278391595833776,0.0187854840489138,0.0512229471461878,0.0019986552343703,0.0017587979748285,0.0006828256557611,0.0179747173014626,0.0211521514634426,0.0028793449151696,0.0091208225791956,0.0666939899072323,0.0096514250057692,0.0090856116795525,0.0010379208623012,0.0138378258665995,0.0004835739049335,0.0011775049425718,0.0026687224286583,0.0339335409141237,12501,1,B cell
67,0.0005192083348263,0.0037305530048934,5.00794084840289e-05,0.001121476782969,0.0018591361899114,0.0041265048746207,0.003350007600997,0.00297823268265,0.002442307784857,0.0039832363989929,0.0022790440211077,0.013401767903721,0.0063673510518174,0.0018644235296872,0.0027661878187585,0.0119777858702572,0.0049321286999679,0.0003297893498553,0.0053497219368759,0.0089652238121182,0.0003305154945847,0.0007991811738023,0.0087862510148657,0.0184634531500932,0.0015300343833854,0.0004834450546434,0.01083462674917,0.000538286736898,0.0055344167501892,0.0011716789301362,0.0029167850286756,0.0053894993862096,0.0019404147767839,0.0009276587355845,0.0001808788259901,0.0128384531091677,0.0267292060783776,0.0731433967462246,0.7215954691239553,0.0683999569992021,6060,2,Fibroblast
68,0.0006029678520636,0.0027284605013524,4.098796795749121e-05,0.00226281273443,0.0064745222689058,0.0148589945374434,0.0020892615619775,0.0022926135077644,0.0015271544814887,0.0051786409599938,0.0167654652546971,0.0041004520307759,0.0074513847509912,0.0035078144597347,0.0036590928508802,0.02035204615847,0.0021195051138568,0.0004965247815957,0.0086972839815559,0.0913201584922894,0.0036799601785056,0.0034545841192279,0.021096174857756,0.0210985181575207,0.0033090147354267,0.0031877930241909,0.0152048507689668,0.0018343037189416,0.0104539388078592,0.001925447410614,0.0186038360279669,0.0387788690473695,0.0188772178183747,0.0047834287621825,0.0001235717216031,0.0648108961849267,0.0382736351453588,0.2041104750733839,0.1173132195579275,0.2278868063858422,8111,2,Fibroblast
69,0.0002267253356284,0.0002525418986141,6.277381151911996e-07,0.000260777734291,0.0016211347252797,0.003595738433105,0.0011766134844425,0.0006063403936252,0.0005387769167571,0.0136807769148648,0.0228979724238808,0.0007580803412704,0.0009077993203303,0.002003446404058,0.0010299213441643,0.0092246472268518,0.0005596476575122,8.10198372878444e-05,0.0188321052813886,0.0300045641923161,0.0014550757189356,0.004451274756694,0.0113526101067088,0.0180122921365988,0.0011126134304274,0.0010577889272359,0.0093727878104073,0.0006813949614694,0.0049371791973474,0.0009084851172199,0.0100528142389361,0.0207237761159564,0.0051895649562679,0.001787397870892,6.005734540093441e-05,0.0395545719697826,0.3322968014795734,0.0412464090585427,0.021432463494179,0.3751090497275728,10019,2,Fibroblast
70,0.000150245405657,0.0003678421477166,7.419300323185757e-05,0.0003772271749916,0.0029666166698735,0.0076009222862915,0.0013618243902334,0.0011310091057032,0.0005052677485224,0.0134065238326154,0.0263149921346562,0.0012497843269482,0.0007602783302879,0.0007890984605268,0.0002388959999241,0.0108742107693989,0.0007418064035893,7.079471428364063e-05,0.0263256922410351,0.2347774313002434,0.0049515324534066,0.002275849357331,0.0176077625485441,0.0139002577079338,0.0012293899711953,0.0007767436769837,0.0047593270208385,0.0004883551742476,0.0036315916001323,0.0009333018001526,0.0251085979191289,0.0543193179995868,0.0359226857015961,0.0032965961058018,1.4116925329327628e-05,0.0744033090998926,0.2491801261651181,0.0409888035873597,0.0137056001232045,0.1333460486434768,5423,2,Fibroblast
71,0.0017805444339592,0.000211632443472,2.812923696631805e-07,0.0024563772446627,0.0048672140871065,0.0129865833260332,0.0009908523606331,0.0016590064031673,0.0031027369492253,0.01096193482041,0.2166330100308348,0.003410670671302,0.0013510513999383,0.0079531423185053,0.0014372607372192,0.0260521790865689,0.0031738040047295,0.0009564302816886,0.0083491032175366,0.0883687794673482,0.0083221572010997,0.0089053865162509,0.0328814198080817,0.0167602579764644,0.0025688112329854,0.0036246158900432,0.0012140558163736,0.0065188699734814,0.0122125682357039,0.004027383091691,0.1033052697118836,0.283716919326373,0.0251414798152332,0.0091726479713633,0.0003221949924025,0.0475681954865836,0.007300597280903,0.0083561462567354,0.0018531955542548,0.0297306944176623,13265,9,Endothelial cell
72,0.0021943839054186,0.0002273635222239,1.9929939618926264e-06,0.0038294523015794,0.0064100116903386,0.0071705526130409,0.0053704664030614,0.0024035301041943,0.0082070616087322,0.0052607030699726,0.0159149076550884,0.0024774274370064,0.0002553592383634,0.0196319862268364,0.0010273816448332,0.0154319371920725,0.0034949241488421,0.0010514478985409,0.0074964749949709,0.0564944815940169,0.0059455748635573,0.0242955493829967,0.0186883229698381,0.2853231623234548,0.0056023844146241,0.004404616819295,0.0038662837661672,0.0185184585748124,0.004660313825968,0.0042358878603906,0.0632155205369225,0.3423092395579165,0.0166287878187051,0.0101443696438766,0.0003362108138256,0.0080298022411636,0.0009665750045437,0.0009705856860724,0.0022642185849462,0.023819695086648,8701,6,Antigen presenting cell
73,0.0017654971599185,0.0009874334928412,2.6903379580229705e-05,0.005067409813837,0.0225986124035292,0.045126753366678,0.0050469530903958,0.0045237455389069,0.0078629761937766,0.0053577701901167,0.025271875072195,0.0104068561494552,0.0018093526961622,0.0139254497117454,0.0018221869236237,0.0086924179384978,0.0049414302097504,0.0020088747774247,0.0034700485555579,0.0541958834210439,0.0077011183907031,0.0038000651462576,0.0163122539417574,0.0152951673902824,0.0019022679715001,0.0019717347266272,0.0007683024924086,0.0085069659759905,0.0175833902256338,0.0023290863502367,0.0627603738181226,0.3641121573929066,0.2154780852978366,0.0062027390615498,0.0006605621934673,0.0222235646097735,0.003515761990154,0.0038678994756101,0.0042323928891153,0.0294455901372306,8219,8,Macrophage
74,0.0001606373551705,0.0001112487564384,1.7025974504193985e-05,0.0008627237690022,0.013836000511013,0.0061093720778975,0.0015451007693482,0.001451195643865,0.0016696809543187,0.0011362992689769,0.0063694251084649,0.0013439011678968,0.0001021514773076,0.0049945724410953,0.0003454138735502,0.0081495592649844,0.001309729749504,0.0003433071031404,0.0002338216187835,0.0542878435943015,0.0013148813012749,0.0002342611577458,0.0117144714519753,0.0036075080400094,5.90898105016306e-05,2.981532237702501e-05,1.9604049775362303e-05,0.0010211705922239,0.0042308334032491,0.0004591114315187,0.0202457045911088,0.4894962695721493,0.3506954621542166,0.0011960610538854,5.0325735852801615e-05,0.0040779899695705,0.0004200805847736,0.0003608248879492,0.0004862614401357,0.0086000552671936,8982,8,Macrophage
75,0.0002963938810576,0.0001252004530223,1.9345573456192053e-05,0.0007751171188323,0.0122370390379666,0.0079650657449472,0.0017182242459921,0.0018567505555235,0.001617281750177,0.0016422640567382,0.01150632627888,0.0016340436188983,0.0001720319563824,0.0037070960958754,0.0002801802132954,0.0050007150784788,0.0012088360356381,0.0002256141196648,0.0008288761420376,0.1632500231307199,0.0030209704078454,0.0003398248728147,0.0118961345070289,0.0065530923315136,0.0002066909442367,0.0001271985582399,0.000157534981748,0.0009048007927731,0.0035007242361235,0.0005983482359964,0.0316740715929241,0.2844875610127975,0.4087391587336184,0.0020633166929357,4.781646382484072e-05,0.0088631791633199,0.0013093719451307,0.0011803876125611,0.0016749395184194,0.0196954037492654,7504,8,Macrophage
76,0.0002872175718812,9.2518960320947e-05,4.475496539733954e-05,0.0007152487363128,0.0101932971804915,0.0110279676828649,0.0013784101918586,0.0019208058327749,0.0019164074781821,0.0012643120534585,0.0108405762477673,0.0023170160671465,0.0001991673703938,0.0036739687624988,0.0003080659905847,0.0050839687741693,0.0014209694371253,0.0001244635886946,0.0008837883342579,0.3000516412503154,0.0032415352406759,0.0003234776792068,0.0119266811581753,0.0061669003449044,0.0001713848452372,9.4862820648578e-05,0.0001040645699518,0.0008292552810896,0.0039289739163446,0.0004054673177077,0.024289109703158,0.1870259048207494,0.3750208116099464,0.0010689510479084,2.0874868850869025e-05,0.0120009639686962,0.0013313485699215,0.0011241021302258,0.0014084748307989,0.0192875488813565,7748,8,Macrophage
77,0.0001310105432762,6.431856434200775e-05,3.184766458658906e-05,0.0002967428250187,0.0082938132280466,0.0058225647107492,0.001097158409966,0.0014240980342531,0.0006379071140136,0.0004818164004792,0.0046070054446841,0.001939468039418,0.0001038028962225,0.0014814764681369,0.0001511177513581,0.0013969955323826,0.000992496924178,7.767777476495646e-05,0.0006088397891522,0.4450158032688683,0.0023132132648618,8.53608188970823e-05,0.0073995105430931,0.0031488739887764,5.9278146581821534e-05,4.307609368469271e-05,9.907828798450124e-05,0.0002961785613188,0.0013307362141472,0.0001053003652116,0.0195789384321769,0.0526166650152876,0.4105988226193594,0.000574836360941,4.692575668902549e-05,0.0103731029877101,0.0008659889499851,0.0007274748060646,0.0012657557545918,0.0155313269788128,8353,8,Macrophage
78,0.0002309575384487,3.208867697937258e-05,0.0,0.000278320631115,0.0008979821438306,0.0040955802704173,0.0002722647908258,0.0006788055735117,0.0014176544839975,0.0027559871528432,0.312550466948654,0.0007641611062111,0.0001428080269237,0.0028458960994223,0.0003005333446127,0.0136738389672699,0.0008435137402369,1.9942485706402987e-05,0.00506164346716,0.4355752721284914,0.0081647437673539,0.0024573127463403,0.0344000034810594,0.0089756903302698,0.0001433799045977,0.0001250562327986,0.0001034547271406,0.0005992014990449,0.0014230432022974,0.0004335375121418,0.0288352034309646,0.0602354221049263,0.0158031032668317,0.0012924997715597,5.3370075759992015e-06,0.0323705156256119,0.0042508657737761,0.0040638534518033,0.0002835426933444,0.017078299801177,7780,9,Endothelial cell
79,0.0002767001199425,0.0001844778015754,4.103338526485482e-05,0.0011148745896656,0.0052464192555733,0.0119224160238719,0.0012648810275395,0.0029355191531059,0.002608281729469,0.0019186142286702,0.0222207937760289,0.0135158469713269,0.0013343721053353,0.0023054778553888,0.0010954844048217,0.0040719091062576,0.0040501849940279,0.0001799405133617,0.0040388733481021,0.5158227101647461,0.0083223059644139,0.0008645061009613,0.0122801157647032,0.0074333494651116,0.0009022452988599,0.0005322117292392,0.0006858821413062,0.0012261199578322,0.0015941262866134,0.0005811808293226,0.0251287603903895,0.0418445465093988,0.0226392829383171,0.0008519675201834,8.613884611589788e-05,0.2414627184721038,0.0072402086383823,0.0079422560393885,0.0027290700431998,0.0297281087732145,10509,17,NK/CD8
80,0.0001745603650496,7.980073024343449e-05,5.934475743383613e-06,0.0004526423772425,0.0033439862259174,0.0047987144501548,0.0011927732450129,0.001056854448722,0.0009918303370409,0.0014203582499417,0.0096424360050806,0.0011753818021886,6.377112673631096e-05,0.0030913880434447,0.0002256152212177,0.0059783282359025,0.0005600071454986,4.6220499882190615e-05,0.0020018161431661,0.5354577795979304,0.0020953369673693,0.000518280518352,0.0096373154599194,0.0201369503159527,0.0001249180353259,0.0001176727024141,0.0014302709608736,0.0009203434249488,0.0012215904519425,0.0003204880285002,0.0215202918580982,0.0378000151214114,0.0227314574615461,0.0007720289510323,5.354574693342564e-05,0.020012602158311,0.0076329763402148,0.0110439870118223,0.0096187512238423,0.263658206346419,14092,2,Fibroblast
81,0.0003213439394435,5.7631944175838095e-06,0.0,0.0012435912691787,1.3297303358582644e-05,0.0001480433877322,0.0001455621255101,9.267385261095003e-06,3.3283799552248736e-05,0.0019772242867965,0.0026454215183486,9.556871038508858e-06,1.4703129984126178e-05,2.9286787891903464e-05,1.1427913561186472e-05,0.0067517651333065,0.0004581919091261,3.4871223458603022e-06,0.5285287580537442,0.0013198979273852,0.0013435872491498,0.0277551006153939,0.0137129253948162,0.0028261742209162,0.0128598600105696,0.0049487694812261,0.006041233325367,0.0007992486541876,0.0025035772115271,0.0140918476614229,0.0312840643389583,0.0021561633320161,0.0002334818678083,0.4395314615094349,2.405461620237324e-05,0.001896651289364,0.0003769604332544,0.0003319293282932,0.0001338799464807,0.0007977514240764,13408,6,Antigen presenting cell
82,0.0022993889294167,0.0003467700389414,1.5432455998209835e-06,0.0012921874524819,2.3352672974314218e-05,0.0006462348164837,0.0008349103128971,0.000138014901774,5.415038908413285e-05,0.0036032734132903,0.003545639923191,9.80591392016964e-06,3.918428464488432e-05,5.181903621520697e-05,6.8747739570769225e-06,0.008767338910142,0.0009018104097078,2.104425817937705e-06,0.2158487582060359,0.0026303856042272,0.0024624703095066,0.0358578167825852,0.0202622277820221,0.0110194956983491,0.0332073149862796,0.0223182466174673,0.0132622155036765,0.0042038055045556,0.0081915646754056,0.2264322975571147,0.0498145639565444,0.0032959217852111,0.0003451123395173,0.4419759957976295,0.0007127610366934,0.0063667307220297,0.0007023718700285,0.0001769905055837,0.0001246539182789,0.0015418944798367,3323,6,Antigen presenting cell
83,0.0072015858343222,0.0004368889270341,4.148276052715112e-05,0.001050067855844,0.0001880438784673,0.0013810075324791,0.0014084071741149,0.0010600885455045,0.0004044413417684,0.0033108801737476,0.007280102808312,0.0001140020848931,6.364644972348978e-05,0.0008714296969561,4.147695727490619e-05,0.0087209980349681,0.0015945735126567,0.0001755311854323,0.0310926578756169,0.0035402035156705,0.0015043828186415,0.0370437614838635,0.0131511620253236,0.0211788566543121,0.0481063947583891,0.0537390763460736,0.0181441795836212,0.0126064199625365,0.0140399717739828,0.3654544092718771,0.069176627723593,0.0065657243542542,0.0004544623223738,0.3948120617330388,0.0023860795309392,0.0067539696571206,0.0005067432308489,0.0005436713939444,0.0004464992536008,0.0020207902728384,4942,6,Antigen presenting cell
84,0.0093310465259165,0.0334693041104909,0.0330156274442442,0.0105302532047755,0.018982472720316,0.0065523393680018,0.0110106973199776,0.1805788859336781,0.0187602527186611,0.0070042748863806,0.0117996972338174,0.0324121764997218,0.008658326748268,0.0279909334824595,0.163092077911587,0.0107892369215269,0.0077998014943452,0.1619888459116775,0.0026497017205913,0.0146149971330899,0.0086516718010732,0.0084667915514458,0.0161650695011704,0.0117467765099384,0.0014786598193316,0.0038483947276091,0.0005573563583999,0.0043529003886513,0.006694592847093,0.0093175199592988,0.0131020550264565,0.0232697133861021,0.004904210449782,0.0012648828786898,0.0568308497412216,0.0198246603143708,0.001298590670011,0.0027623323345566,0.0069803575052783,0.0093325139777608,6077,1,B cell
85,0.0028444718790468,0.0024200981624583,0.0011639983719921,0.006934797704969,0.5988922909532598,0.0399687397157082,0.0137872102322506,0.0057133271211674,0.0058551748805591,0.0015699477265559,0.0025332864251856,0.0252543905781874,0.0011431306196878,0.0216843042260843,0.0012646497375138,0.001737907723266,0.0049849487974078,0.0052458237988588,0.000393359973335,0.0462898540121212,0.0007682269528941,0.0003384402133223,0.0071758738917229,0.0060396833081425,0.0003011654966064,0.0003357845074192,0.0007411263463947,0.0037593940168301,0.0072116192010281,0.0004898089369293,0.0062972171599829,0.0644451087492083,0.0717061975977788,0.0005054162115781,0.0044265127817344,0.0192458272085422,0.0008853491548376,0.0008729557743626,0.0025721255893348,0.0188903832881875,8947,1,B cell
86,0.0035072511629134,0.0039128240639194,9.29152148664344e-06,0.0112736293831167,0.0288604795112232,0.2727254738566245,0.0047359422169257,0.0005275999288576,0.0037248782616687,0.0010884866129429,0.0256026617617403,0.011413779005127,0.046617801567095,0.0126711545497539,0.0042710004095479,0.0133547047858297,0.001573312271101,0.0006788477218903,0.0016093328010622,0.0192593034233033,0.003264793547941,0.0023391089662333,0.0050503097952062,0.0143575935418581,0.0035105725631583,0.0178336246778962,0.001201718049439,0.0149167488813487,0.2845778609713599,0.0022971549639735,0.0290305764841018,0.0714111240839354,0.0487312142728854,0.0033000273392549,2.137604509135549e-05,0.0698820445435835,0.0098096060554338,0.0061808905983477,0.0056506075039843,0.0184198587276247,2870,1,B cell
87,0.0012548018105032,0.0084570851719388,0.000237874590007,0.0027503812975872,0.0055959129024189,0.0112911821855184,0.0068007350016908,0.0065617651463166,0.0052890111270691,0.0084893594402625,0.0108996703473329,0.020431290537258,0.015066817428295,0.0066559435826152,0.0068179834642145,0.0325785579663872,0.0090665795211016,0.0010365860147156,0.0116129001295702,0.0353259951727742,0.0021216195290275,0.0046608663085423,0.0222299962275855,0.0473218301581656,0.0059891579411451,0.0032679608745737,0.0204581417328618,0.0023921808257606,0.010264760282661,0.0027173496686325,0.0153663923677992,0.0276095883601195,0.0096004966072498,0.0036598638491209,0.000662587294329,0.0525719169069491,0.0228621996422661,0.0770284540847158,0.3876131930881421,0.1057292122481558,10180,2,Fibroblast
88,0.0001941649113054,0.0032411336987559,4.527753386029269e-05,0.0003480497353794,0.0016883406210485,0.0036852955683549,0.0013744953259629,0.0018019231604218,0.0014273393642523,0.0217364554508719,0.0092975114714513,0.0023887685782968,0.0018158092926054,0.001014743589907,0.000478648645407,0.0186077913902572,0.0018015455346692,0.0001698173659946,0.0253868400350856,0.0143672118270303,0.0006977675353497,0.0026112663719839,0.0130271714965106,0.0177043559071044,0.0027946513142878,0.0011729157828077,0.0185667355305751,0.0004556938114862,0.0061570624111847,0.0017950757530642,0.0063414001339232,0.012234577362735,0.0031219437289048,0.0017777979685059,0.0001203121287552,0.0240286672248627,0.3417999978607329,0.0746999509736733,0.2740587927656975,0.1109749084087465,3254,2,Fibroblast
89,0.0005633912305295,0.0002445126461854,5.430119788442534e-07,0.0006668600435126,0.0014100651034862,0.0119537546665693,0.0004597847013794,0.0007246839046241,0.0004392160700817,0.0087666951692524,0.0380277920175768,0.002891848567819,0.0074536380899066,0.0007653916423437,0.0009538766027236,0.0072882641359156,0.0006451357142477,0.0001309230079614,0.0193322902163774,0.0265286510331197,0.0042991274493799,0.0041702253025201,0.0107377934529662,0.007681256772759,0.0047593334743108,0.0047158963806817,0.0071590658413551,0.0006969841410526,0.00666130342542,0.0010082510428768,0.0186864030179945,0.0181536418272061,0.0046110564629609,0.0040877315432168,0.0001055412917809,0.3026355268160937,0.3805492846998446,0.0417760078549937,0.0050570236586013,0.0590221337652101,10231,2,Fibroblast
90,0.0009299204460061,0.0004080496116442,1.3118866544041643e-05,0.0007735374441648,0.0015475779620965,0.0096157565770345,0.0005463559650862,0.0007189908338669,0.0005580823770504,0.0291790122346637,0.2371640037639503,0.0012295879084387,0.0054245438486206,0.0012712335547491,0.0009156299172011,0.0147658045319204,0.0008530108897892,0.0003278102024468,0.0219051889798823,0.020597524407599,0.0069040086643975,0.0072337113510593,0.0216954722008549,0.0072766106282693,0.0036071919060615,0.0059794836903816,0.0028481449387314,0.0009357400280729,0.0100084505091426,0.0019832307742861,0.0198008676576876,0.0319771364272718,0.0052816358472897,0.0055127821750307,4.2478202222043576e-05,0.0718325047906588,0.3710485124011117,0.036397213359657,0.0045285919398397,0.0485151679760106,7682,2,Fibroblast
91,0.0015743066426136,0.0019306609854624,0.0005377146599135,0.0021966133156118,0.0030716202906903,0.0037336904996144,0.0084332584048011,0.0057697213881695,0.0055596648038187,0.5170813723903509,0.0798476268067985,0.0089387266714612,0.0008357400585326,0.0055505988155984,0.0011643075932613,0.014305429324822,0.0143328173445175,0.0031270902830248,0.0187010428266043,0.0211340159105427,0.0027211674005289,0.0070151243209783,0.0168280389553011,0.0208967394744548,0.0147331187712825,0.0023888016952169,0.0040698674868914,0.0041951920181299,0.0046277369214841,0.0102397434778907,0.0250661423241048,0.0710432265198269,0.006326978863361,0.0089929559372971,0.0013529161791893,0.0385767729217762,0.0422578801462822,0.0160257875565073,0.0113029473648323,0.0295366637153601,8357,9,Endothelial cell
92,0.0003516788958299,0.0001347416390003,3.812108782336213e-06,0.0007288299659323,0.0027531462206182,0.0063296490740476,0.0003719515757972,0.0004418674587475,0.0020382356633737,0.0028711365814759,0.205332750506156,0.0013923519854808,0.000687420473133,0.0070359122397913,0.0009362244161167,0.2610302964317186,0.0018149784653196,0.0002607348595875,0.0040263688608892,0.0500154326533335,0.0038162296452687,0.0027861621586779,0.0247623074671018,0.0058263399625382,0.0007646472811048,0.0010312219085992,0.0006835860793373,0.002386623595124,0.0071133901238069,0.0010397034415043,0.0265148643493989,0.3048538030310863,0.0166073615253947,0.0026842998985108,4.149883804013363e-05,0.0280670851442427,0.0028794492229228,0.0051155130409033,0.0012886862129563,0.0182525202169086,8462,4,Memory CD4 T cell
93,0.000106391905164,8.687790089847568e-05,1.742529383737849e-05,0.0005395870886699,0.0073056496038968,0.0058136986237978,0.0010159492508178,0.0007715725387958,0.0031897945803886,0.0013873424016544,0.0262528042176107,0.0016456229497569,0.0002612100453999,0.0084316015952512,0.0006953843425687,0.1835630474516179,0.0017538427224183,0.0005553558082874,0.0021052504917246,0.0921528490123487,0.0022072508290273,0.0008610362876847,0.0197170168440461,0.0051070930597786,0.0003018443084892,0.0002285716722801,0.0002878719100544,0.0014368370333186,0.0069181311505486,0.0004675224483775,0.022904457002267,0.4194280304057161,0.157197925408077,0.0018836494702362,7.095547817633933e-05,0.0081542113303734,0.0014098610842669,0.0014829159174719,0.0019545808564405,0.0140807062078718,4288,6,Antigen presenting cell
94,0.0002669610461008,0.0001643211623841,0.0,0.0010807286216759,0.0193491151819007,0.0121611084743435,0.0015011287926475,0.0018372667748328,0.0017745967287123,0.0012108482139481,0.0055783148361696,0.0021312969467133,0.0001823774261438,0.0054547582041996,0.000343428633695,0.0052070222654396,0.0016075690272856,0.0003001207195141,0.0002484762235787,0.0360889840688121,0.0013597475054275,0.0002258827136563,0.0099402114196641,0.0033970696559549,0.0001011010673226,9.755911491582282e-05,5.305615432107843e-05,0.0010850176059295,0.0053259781543225,0.0003790893701622,0.0244034804297786,0.3226482848436954,0.5221905284338881,0.001254522466066,9.194417578792369e-05,0.0046223081872941,0.0004436671840729,0.0003167240747233,0.0005903919951603,0.008584748534476,8139,8,Macrophage
95,0.000396011937325,0.000329648113381,3.2533126026174856e-05,0.0012227499227998,0.0501698182957381,0.0156913346582,0.0020895582254817,0.0023171227947295,0.0016530028577592,0.0006808481112693,0.0028246145336286,0.0031173765188884,0.000285495655663,0.0059064873119178,0.0002629012101741,0.0033061145741644,0.0015639338412159,0.0004597746784069,0.0001077018888946,0.0475991485935204,0.0012571976115278,5.43644073280441e-05,0.0056562188690515,0.0023570099093437,5.628539650125971e-05,0.0001073561794448,7.781337111920303e-05,0.0006919811908472,0.0077250352753512,0.0002029544876997,0.018106094178368,0.144032342708537,0.6688764127497341,0.0011043485313787,7.419234946333357e-05,0.0043325455858992,0.0004441884029946,0.0003092319050571,0.000796755553529,0.0082269417969294,10479,8,Macrophage
96,0.0002028195751659,6.546008963729478e-05,2.512398500899144e-05,0.0004773812924087,0.0135485646023884,0.0061222577151431,0.0013238274243255,0.002030914574182,0.0009858349034128,0.0004713955990899,0.0037856702944894,0.0023152435825619,0.000158187202933,0.0020750996790938,0.0002126941082496,0.0017842324465808,0.0010015690826281,0.0001397097451918,0.0004030603245616,0.253663834988922,0.0018046387717206,0.0001017289210988,0.0054636957417414,0.0027275137880019,3.9668857460955226e-05,4.230446503591033e-05,0.0001329499907449,0.0003229359669226,0.0019735227078882,0.0001876489196156,0.0188605783938937,0.0621630374845521,0.5888841838212286,0.0006703128120187,3.54111392925953e-05,0.0094721553142039,0.0008301158706599,0.0007009395345026,0.0012940031253513,0.0153683708232637,10437,8,Macrophage
97,0.0010188687660412,0.0007113197027526,0.0002682792727712,0.0016554145550663,0.0157540929738327,0.0202797907660274,0.0039597879826909,0.0044054839275184,0.0023797615721948,0.0033991499661688,0.0202318778888872,0.0091181457434787,0.0013961567797458,0.0049794900311626,0.0009799656293817,0.0089655129289912,0.0033085938015752,0.0004490578618178,0.0054486915485941,0.2920481133105612,0.0080702211845843,0.0024559633840055,0.0159597697270427,0.0165967201391698,0.0015235130121808,0.0012752723183286,0.0022822138452616,0.0024480481864057,0.0065517979783199,0.001445475943227,0.080256459245905,0.0762482260455721,0.2597155949623971,0.0055491356251027,7.621981796549743e-05,0.0398108726283699,0.0068314205863928,0.0096540940604424,0.0090478902508301,0.0609791080208402,10096,8,Macrophage
98,0.0067460826616428,0.0019050047773829,0.0004383761289366,0.004514687443045,0.0099965113417051,0.0049800641133307,0.0105498131497414,0.0081654928882424,0.0102199183840743,0.0142276718441275,0.0191086790273099,0.0381450248843055,0.0024039812182977,0.0138354149300846,0.0045184198004764,0.0214670113979205,0.4944269690799162,0.0040533220766476,0.0117034582212178,0.0429297148259438,0.003417460694867,0.0400050070637879,0.0182949208224417,0.0367457655172195,0.0441210662739364,0.0074701866494456,0.0043404091566947,0.011286031087854,0.0111631044086255,0.0104163148757212,0.0170339882163881,0.0376605174669484,0.0074875030851967,0.009228248677153,0.0041682074039248,0.0449432993868734,0.0017167104298669,0.004422840759477,0.01278450286916,0.008918050503317,6343,1,B cell
99,0.0011957718383224,0.0003538772048253,4.449772678742867e-05,0.0018714593361516,0.0047005872604079,0.0142713017399399,0.0015830124255884,0.0030959519303741,0.0041061172163203,0.0093184472070457,0.1857720868771133,0.0051809680570779,0.0013165838117678,0.0129503079906803,0.0022936969117445,0.0254446866143864,0.0030486415198621,0.000372874211438,0.0127715100900354,0.298410404029968,0.0104938429493176,0.0076941792525626,0.0232619498775358,0.0167432060748129,0.0011794977231158,0.0017675231806303,0.0013185925941873,0.0018148534208161,0.0076840980925447,0.001820140587179,0.035774457489618,0.1010077775808071,0.0297653695897651,0.004262144426728,0.0001660305663045,0.0677992599026064,0.0125791454954825,0.0201531153132929,0.0043089362379423,0.0727167163008305,8822,9,Endothelial cell
